,NAME,ZIP,TEL,TYPE,GRADE,LON,LAT,ADDRESS,YELP STAR
3532,LADUREE SOHO,10012,6463927868,European,,-74.0024977,40.7243951,"398 W BROADWAY, New York City",3.5
3533,SERBIAN ASSOCIATION,11385,7188219875,European,,-73.8888699,40.6997175,"7254 65TH PL, New York City",4.5
3534,VALBELLA MIDTOWN,10022,2126457777,American,,-73.9745165,40.760264,"520 MADISON AVENUE, New York City",3
3535,LA COCINA DE MAMA,11385,7184174000,European,,-73.9064696,40.7131406,"5613 METROPOLITAN AVENUE, New York City",5
3536,RITZ DINER,10065,2123194993,American,,-73.9606766,40.7617101,"1133 1 AVENUE, New York City",4.5
3537,THE AURORA PIZZA CAFFE,11214,7182566757,QuickMeal,A,-73.9996971,40.6138654,"7624 17 AVENUE, New York City",3.5
3538,NAHM THAI KITCHEN,11217,7187831984,Asian,,-73.9895104,40.7416483,"194 5 AVE, New York City",4
3539,BILL'S BAR & BURGERS,10014,2124143003,QuickMeal,A,-74.0061971,40.7402246,"22 9 AVENUE, New York City",2.5
3540,ABIDE BROOKLYN PITA,11215,7188327482,Asian,,-73.993792,40.7466574,"301 7TH AVE, New York City",4
3541,MINNI SHABU SHABU,11354,7187626277,Chinese,A,-73.8301349,40.7611475,"13617 38 AVENUE, New York City",3
3542,LITTLE PARK,10007,2122045570,American,A,-74.0091396,40.715201,"85 W BROADWAY, New York City",5
3543,ALPHABET LOUNGE,10009,3472280290,American,,-73.9786813,40.7238184,"104 AVENUE C, New York City",3.5
3544,ANTHONY'S,11364,7184686020,Italian,A,-73.7483769,40.7352055,"22202 UNION TURNPYKE, New York City",5
3545,BOCAITO CAFE & WINE BAR,11372,3476171606,European,,-73.8856811,40.7557253,"8115 NORTHERN BLVD, New York City",4.5
3546,MADDEN'S UPTOWN BAR & GRILL,10463,9292433480,American,B,-73.9018433,40.8834725,"5757 BROADWAY, New York City",2.5
3547,NICK'S GOURMET DELI,11370,7182788338,American,B,-73.894707,40.768662,"7415 DITMARS BOULEVARD, New York City",4.5
3548,EL NUEVO AMANECER RESTAURANT,10031,2128629280,American,,-73.9471828,40.8304314,"3666 BROADWAY, New York City",4.5
3549,METRO DINER,11379,7183267402,American,A,-73.8785101,40.7126671,"7324 METROPOLITAN AVENUE, New York City",3.5
3550,POKE RESTAURANT,10028,2122490569,Asian,A,-73.9504812,40.7767146,"343 EAST 85 STREET, New York City",3.5
3551,241ST CAFE RESTAURANT,10470,7183244924,American,A,-73.850368,40.9037049,"4703 WHITE PLAINS RD, New York City",4.5
3552,WILD GINGER,11211,7182188828,Other,,-73.9553716,40.7188851,"182 N 10TH ST, New York City",4.5
3553,LA BELLA MARIELLA,11378,7183666170,QuickMeal,,-73.9011132,40.7153923,"6061 FRESH POND ROAD, New York City",3.5
3554,COURT STREET GROCERS HERO SHOP,11231,3475296803,QuickMeal,A,-74.0028525,40.7261266,"116 SULLIVAN STREET, New York City",4.5
3555,KELLY'S PUB,11355,7185786700,American,,-73.8290925,40.7587999,"13611 41 AVENUE, New York City",3.5
3556,EL RINCON DEL SABOR LATINO,10036,2128400101,European,A,-73.9815386,40.7577114,"74 W 47TH ST, New York City",3.5
3557,THE GREAT AMERICAN HEALTH BAR,10019,2123555177,American,,-73.9758614,40.7640238,"35 WEST   57 STREET, New York City",4
3558,GARDEN CITY CHINESE RESTAURANT,11413,7185288886,Chinese,A,-73.745218,40.678038,"22401 MERRICK BLVD, New York City",4
3559,SPEEDY ROMEO,11238,7182300061,Italian,,-73.9600013,40.6875171,"376 CLASSON AVENUE, New York City",3
3560,200 FIFTH AVENUE RESTAURANT & SPORTS BAR,11217,7186382925,American,B,-73.989928,40.7420207,"200 5 AVENUE, New York City",5
3561,PHILLIP MARIE,10014,2122426200,American,,-74.006232,40.73592,"569 HUDSON STREET, New York City",5
3562,BAR VELOCE,10012,2122539500,European,,-74.0018469,40.7281701,"146 WEST HOUSTON STREET, New York City",3.5
3563,JO JO,10065,2122335656,European,,-73.9657094,40.7650517,"160 EAST   64 STREET, New York City",2.5
3564,MORRITO'S CAFE,11218,9179664966,European,,-73.9868361,40.6398592,"4005 13TH AVE, New York City",5
3565,VINATERIA,10026,2126628462,American,A,-73.9540329,40.8066227,"2211 FREDERICK DOUGLAS BOULEVARD, New York City",5
3566,EAST MING DRAGON,11434,7187230778,Chinese,,-73.7780111,40.6792463,"16560 BAISLEY BOULEVARD, New York City",3
3567,THE GAVEL GRILL,10301,7188769596,American,B,-74.0768044,40.6422101,"9 HYATT STREET, New York City",3.5
3568,RENEE'S KITCHENETTE,11377,7184769002,Asian,B,-73.89565,40.746155,"6914 ROOSEVELT AVENUE, New York City",3
3569,NEW ROMA PIZZA,10002,2125337900,QuickMeal,B,-73.9879185,40.7187505,"116 DELANCY STREET, New York City",4
3570,NOTE THAI,11206,7183812889,Asian,C,-73.9394553,40.7065415,"279 BUSHWICK AVENUE, New York City",5
3571,GLORIA'S #3,11216,7187733476,Mexcian,,-73.9505187,40.672432,"764 NOSTRAND AVENUE, New York City",5
3572,SPORTS CENTER CAFE,10011,2123366027,Dessert,,-74.0083349,40.7465209,"0 CHELSEA PIERS, New York City",4
3573,CULLEN'S TAVERN,10466,3479204009,American,B,-73.8553121,40.8966486,"4340 WHITE PLAINS ROAD, New York City",3.5
3574,S. WAN CAFE,10002,2129668269,Chinese,A,-73.9926239,40.717275,"85 ELDRIDGE STREET, New York City",1
3575,CHIFLEZ,11372,7182051385,American,B,-73.8710796,40.7488391,"9502 ROOSEVELT AVE, New York City",4
3576,AMERICAS RESTORANTE,11368,7184763476,Chinese,A,-73.8624018,40.7494228,"10310 ROOSEVELT AVENUE, New York City",4
3577,SAGITARIO BAKERY,11372,7183168586,American,A,-73.8838391,40.7479045,"8201 ROOSEVELT AVENUE, New York City",3.5
3578,CHATEAU DE CAPITAINE,11223,7183392800,Seafood,A,-73.9612628,40.5941655,"2570 CONEY ISLAND AVE, New York City",3.5
3579,BRONX DRAFTHOUSE,10452,9292659759,American,,-73.9244275,40.8280057,"884 GERARD AVE, New York City",4
3580,DELICIAS AMBATENAS,11377,7186721919,QuickMeal,,-73.8926477,40.7465743,"68-24 ROOSEVELT AVE, New York City",3
3581,TROPICAL ROTISSERIE CHICKEN,10468,9178916868,European,A,-73.9034399,40.8700298,"2701 SEDGWICK AVENUE, New York City",3
3582,CHEESY PIZZA,10025,2126625223,QuickMeal,A,-73.9695482,40.7971965,"2640 BROADWAY, New York City",5
3583,MAMA LUCIA,11230,7184349858,Italian,A,-73.9612388,40.635193,"1701 FOSTER AVENUE, New York City",4
3584,CAFE VOLNA,11235,7183320341,Other,,-73.9626731,40.5753901,"3145 BRIGHTON    4 STREET, New York City",4
3585,KARAOKE WOW,10001,6464541777,Asian,A,-73.9864501,40.7473402,"10 WEST   32 STREET, New York City",4
3586,NEW KAM LAI RESTAURANT,10025,2127498398,Chinese,A,-73.9671805,40.7988096,"890 AMSTERDAM AVENUE, New York City",4.5
3587,SINGAS FAMOUS PIZZA,11004,7183474300,QuickMeal,,-73.7076526,40.7377476,"26021 HILLSIDE AVENUE, New York City",3
3588,THE MEATBALL SHOP,10011,2129827815,American,,-74.0006266,40.7361236,"64 GREENWICH AVENUE, New York City",2.5
3589,TASTE OF CHINA,11378,7188989500,Chinese,,-73.8920066,40.7276161,"7100 GRAND AVENUE, New York City",5
3590,ISLAND TRINI BURGER,11210,3477899955,Mexcian,A,-73.9475887,40.6345039,"2093 NOSTRAND AVE, New York City",4.5
3591,MELA'S CAFE & RESTAURANT,11367,7182686352,American,A,-73.8153665,40.7295,"7102 KISSENA BLVD, New York City",4.5
3592,STELLA'S PIZZA,10011,2124624444,QuickMeal,A,-74.0036711,40.7428878,"110 9 AVENUE, New York City",3
3593,MUGI BAKERY,11355,7188868328,QuickMeal,,-73.8228615,40.7542494,"4365 KISSENA BOULEVARD, New York City",4
3594,BAR CHUKO,11238,3474259570,Asian,,-73.967422,40.680753,"565 VANDERBILT AVE, New York City",3.5
3595,DARDANIA QEBABTORE EUROPE AND GRILL,10469,9146212523,European,,-73.858478,40.8632167,"1009 MACE AVE, New York City",5
3596,MATIZ LATIN CUISINE,11375,3473273740,American,,-73.8390773,40.7189054,"11072 QUEENS BLVD, New York City",4.5
3597,HOW GREEK IT IS,10306,7182733200,European,A,-74.1033838,40.5760758,"2224 HYLAN BLVD, New York City",3.5
3598,PEKING HOUSE,11208,7188275016,Chinese,,-73.8698333,40.6841385,"3408 FULTON ST, New York City",5
3599,CEETAY,10454,7186187020,Asian,,-73.9275842,40.8071529,"129 ALEXANDER AVENUE, New York City",3.5
3600,JOHN'S PIZZA,11420,7188436121,QuickMeal,A,-73.8208451,40.6800863,"11115 LEFFERTS BOULEVARD, New York City",4.5
3601,HOLLYWOOD DINER,10011,2126918465,American,C,-73.9880249,40.663498,"574 6 AVENUE, New York City",1.5
3602,PIZZA PORT,11420,7188437533,QuickMeal,A,-73.8207057,40.6699783,"13515 LEFFERTS BOULEVARD, New York City",3
3603,NEW FUN SING RESTAURANT,11206,7187826915,Chinese,A,-73.9945475,40.7280882,"689 BROADWAY, New York City",2
3604,PIER SIXTY ONE-THE LIGHTHOUSE,10011,2123366146,American,A,-74.0083931,40.7464754,"0 CHELSEA PIERS - PIER 61, New York City",3
3605,168 HI TEA,11366,7183801369,Chinese,,-73.8007568,40.723025,"16711 UNION TURNPIKE, New York City",4
3606,KINGS KITCHEN A,11220,7188531288,Chinese,A,-73.9356831,40.8314596,"5223 8TH AVENUE, New York City",5
3607,TEXAS ROTISSERIE,10021,2123960700,American,,-73.9569506,40.7669394,"1315 1ST AVE, New York City",2
3608,BENJYS KOSHER PIZZA & DAIRY RESTAURANT,11367,7182680791,Other,A,-73.8211792,40.724751,"7272 MAIN STREET, New York City",4
3609,MILK RIVER CAFE,11238,7186368600,Mexcian,,-73.962419,40.680362,"960 ATLANTIC AVE, New York City",4.5
3610,TOLOACHE,10028,2128614505,Mexcian,,-73.9567512,40.776382,"166 EAST   82 STREET, New York City",4
3611,QUIJOTE,11106,7187298178,American,,-73.9295833,40.7562767,"3106 36 AVENUE, New York City",5
3612,TRIOMPHE,10036,2124534033,American,,-73.9819585,40.7558788,"49 WEST   44 STREET, New York City",1.5
3613,MANOR OCTOBERFEST,11385,7183262201,American,A,-73.8687085,40.7093867,"8028 COOPER AVENUE, New York City",3.5
3614,SOTTO 13,10011,2126471001,Italian,B,-73.9991585,40.7372515,"140 WEST   13 STREET, New York City",3
3615,JOONG KOOG JIP,11361,7184282221,Asian,A,-73.7785515,40.7576399,"20316 NORTHERN BLVD, New York City",2
3616,MANSIONS CATERING,10011,9176573934,Chinese,,-73.9784996,40.5896668,"4042 WEST    8 STREET, New York City",4
3617,OLD TBILISI,10012,2124706064,European,B,-74.0007921,40.7287958,"174 BLEECKER ST, New York City",5
3618,ISABELA'S MEXICAN CUISINE,11220,7188326715,Mexcian,,-74.0095354,40.649749,"4412 4 AVENUE, New York City",2.5
3619,NO 32,10003,2122534922,American,,-73.9905179,40.7251978,"32 EAST    2 STREET, New York City",3
3620,LUANNE'S WILD GINGER,11201,7188583880,Other,A,-73.9898775,40.6879124,"112 SMITH STREET, New York City",4
3621,REGGAE SUN DELIGHTS NATURAL JUICE BAR,10039,3474726265,Dessert,A,-73.9439549,40.8237007,"227229 WEST 145 STREET, New York City",2.5
3622,ROSA #2 PIZZERIA,11379,7188944707,Italian,,-73.8754212,40.7133149,"7559 METROPOLITAN AVENUE, New York City",4
3623,DRAGON EXPRESS,11363,7184285500,Chinese,,-73.7480594,40.7675936,"4236 235 STREET, New York City",3.5
3624,CAFE 2000 CORONA,11368,7182051095,European,A,-73.8694827,40.7488262,"4008 JUNCTION BOULEVARD, New York City",4.5
3625,NEW PARKWAY RESTAURANT,11228,7187454371,American,A,-74.0078177,40.6202339,"7504 13 AVENUE, New York City",2.5
3626,BRINDLE ROOM,10009,2125299702,American,,-73.982699,40.728287,"277 EAST   10 STREET, New York City",2
3627,LAS JAROCHITAS RESTAURANT,11372,3478635010,European,,-73.8790341,40.7479326,"8626 ROOSEVELT AVE, New York City",3.5
3628,HUNTER'S STEAK & ALE HOUSE,11209,7182388899,American,,-74.031194,40.616655,"9404 FOURTH AVENUE, New York City",3
3629,LEXINGTON BAR AND BOOKS,10021,2127173902,American,A,-73.9620483,40.7710741,"1020 LEXINGTON AVENUE, New York City",2.5
3630,THE ELK,10014,2129334780,American,A,-74.0074269,40.7341548,"128 CHARLES ST, New York City",2.5
3631,MR. RICE CHINESE RESTAURANT,10302,7188160080,Chinese,B,-74.0052945,40.7198924,"5 WALKER ST, New York City",1.5
3632,CEVICHERIA EL REY,11372,6462694107,European,A,-73.880431,40.7478769,"8516A ROOSEVELT AVE, New York City",3
3633,B-HIVE LOUNGE,11238,7186222226,American,,-73.9611705,40.6801994,"990 ATLANTIC AVENUE, New York City",3.5
3634,GOLDEN HORSE CHINESE REST,11208,7186491809,Chinese,A,-73.8812598,40.6667731,"792 NEW LOTS AVE, New York City",5
3635,A LA SAIGON,10005,2122279855,Asian,,-74.009347,40.709193,"8 LIBERTY PLACE, New York City",4.5
3636,FULTON HOT DOG KING,11201,7188589799,QuickMeal,A,-74.0132682,40.712608,"472 FULTON STREET, New York City",4
3637,THE OWL FARM,11215,7184994988,American,A,-73.9872768,40.7291869,"297 9 STREET, New York City",4
3638,SALERNO PIZZA,11102,7187771500,Italian,,-73.922863,40.767289,"2924 30 AVENUE, New York City",3
3639,RIDGEWOOD EATS,11385,7183663287,American,B,-73.9037903,40.700729,"903 SENECA AVENUE, New York City",3.5
3640,CUISINE BY CLAUDETTE,11694,7189455511,European,,-73.83702,40.5788771,"143 BEACH  116 STREET, New York City",3
3641,HEADLESS HORSEMAN,10003,2127775102,European,A,-73.9885875,40.7349721,"119 EAST   15 STREET, New York City",4.5
3642,ECUA VILLA COFFEE SHOP,10456,7185382369,Dessert,,-73.9099584,40.8370014,"320 EAST  170 STREET, New York City",4
3643,PAIN D'EPICES,10023,2124961450,QuickMeal,,-73.9801351,40.7761017,"104 WEST   70 STREET, New York City",3
3644,POLLO CAMPERO,11368,7182056943,Chinese,,-73.8619704,40.7496149,"10326 ROOSEVELT AVENUE, New York City",4.5
3645,MR.Q'S GOURMET,11220,7185678882,Other,A,-73.9361877,40.8305223,"5824 8 AVENUE, New York City",2
3646,CANTINA MEXICANA,10306,7183515474,European,,-74.1161102,40.5736399,"140 NEW DORP LANE, New York City",2.5
3647,ATHLETIC & SWIM CLUB (BISTRO CATERERS),10019,2122653490,American,,-73.981777,40.7616959,"787 7 AVENUE, New York City",5
3648,RACINES,10007,2122273400,European,,-74.0075693,40.7145553,"94 CHAMBERS ST, New York City",3.5
3649,TOKYO HIBACHI STEAK HOUSE & SUSHI,11365,7184632999,Asian,A,-73.7894508,40.7395767,"18416 HORACE HARDING EXPRESSWAY, New York City",3.5
3650,BUBBLE TEA & CREPES,10016,6465901959,Asian,,-73.9868043,40.7446427,"251 5TH AVE, New York City",5
3651,BABYLON,10016,2129330912,Other,A,-73.9777524,40.7452798,"208 EAST   34 STREET, New York City",5
3652,STARRY NIGHT,10001,2128683392,Asian,,-73.9866244,40.7483116,"28 W 33 STREET, New York City",3.5
3653,VIAND COFFEE SHOP,10065,2127516622,European,A,-73.970189,40.7648494,"673 MADISON AVENUE, New York City",5
3654,KOFFEECAKE CORNER,10001,3475852325,Dessert,A,-73.9916015,40.7450279,"775 AVENUE OF THE AMERICAS, New York City",3.5
3655,PIETROS,10017,2126829760,Italian,,-73.9723721,40.7506241,"232 EAST   43 STREET, New York City",3.5
3656,SAMURAI SUSHI,11214,7183317100,Asian,A,-74.0043579,40.6085525,"1709 86 STREET, New York City",2
3657,SANDRO'S,10028,2122887374,Italian,,-73.9537163,40.7742854,"306 EAST   81 STREET, New York City",3
3658,TASTEE CORNER,11102,7182747704,American,,-73.9217386,40.766832,"3020 30 AVENUE, New York City",4
3659,MIDNIGHT EXPRESS,10128,2128602320,American,,-73.9505899,40.7797888,"1715 2 AVENUE, New York City",4
3660,XING WONG BBQ,10002,2127798899,Chinese,C,-73.9937196,40.7135155,"89 E BROADWAY, New York City",3
3661,THE ROCK RESTAURANT & DINER,11417,9173865726,European,,-73.8471449,40.6803627,"9117 LIBERTY AVE, New York City",2
3662,CAFE ATELIER (ART STUDENTS LEAGUE),10019,2122474510,American,,-73.9805359,40.7660106,"215 WEST   57 STREET, New York City",4.5
3663,KENEDY FRIED CHICKEN,10029,6466785593,Chinese,,-73.941077,40.791923,"2100 2ND AVE, New York City",5
3664,CIBAO RESTAURANT,11368,7182054583,American,,-73.8637843,40.7574466,"10422 NORTHERN BOULEVARD, New York City",2.5
3665,POTBELLY SANDWICH WORKS,11201,2128971872,QuickMeal,,-73.9884442,40.692723,"345 ADAMS STREET, New York City",4.5
3666,UPRIGHT COFFEE,11222,9172798895,Dessert,A,-73.9537213,40.8092891,"860 MANHATTAN AVENUE, New York City",4
3667,MACCHIATO ESPRESSO BAR,10017,2128676772,Dessert,,-73.9744492,40.7527018,"141 EAST   44 STREET, New York City",3
3668,RINCON LATINO,11368,7185655888,European,,-73.8630578,40.7502215,"3912 103RD ST, New York City",4.5
3669,STROKOS,10032,2129271171,QuickMeal,,-73.9400968,40.8393848,"1121 ST NICHOLAS AVENUE, New York City",5
3670,NEW BOE LEE,10462,7188222888,Chinese,A,-73.8660983,40.8546236,"741 LYDIG AVE, New York City",3.5
3671,RESTAURANT ANTOJITOS,11421,7188463024,European,,-73.8544447,40.6927098,"9004 JAMAICA AVE, New York City",5
3672,ESPERANTO RESTAURANT BAR AND JUGO,10009,2125056559,Other,A,-73.9780487,40.7254621,"145 AVENUE C, New York City",3.5
3673,LA COCINA BORICUA,10462,3472815375,American,,-73.8505402,40.8345381,"2245 WESTCHESTER AVENUE, New York City",1.5
3674,OCEAN SIDE RESTAURANT,11434,7184135425,Mexcian,,-73.7649353,40.6814549,"12719 MERRICK BLVD, New York City",4
3675,STELLA 34,10001,2129679251,Italian,,-73.9895261,40.7507917,"151 WEST   34 STREET, New York City",3.5
3676,TOM'S DELICIOUS PIZZA,10027,2129322100,QuickMeal,A,-73.9593428,40.8148981,"3161 BROADWAY, New York City",4
3677,LANDMARC,10013,2123433883,European,A,-74.007055,40.7179003,"179 WEST BROADWAY, New York City",3.5
3678,GUCKENHEIMER @ TWITTER CAFE,10011,4135758865,American,A,-73.999654,40.7414238,"245 W 17TH ST, New York City",3.5
3679,LIAN SHENG RESTAURANT,11220,7186872288,Chinese,A,-73.9361877,40.8305223,"5722 8TH AVE, New York City",3.5
3680,GAGOPA MUSIC STUDIO,10001,2129675353,Dessert,A,-73.9870976,40.7475813,"28 WEST   32 STREET, New York City",3
3681,CANALETTO RISTORANTE,10022,2123179192,Italian,A,-73.9656749,40.7617512,"208 EAST   60 STREET, New York City",2
3682,FOOD MART DELI,10021,2127378203,QuickMeal,,-73.9544369,40.7658903,"1321 YORK AVENUE, New York City",4.5
3683,LEN'S PAPAYA,10004,2127479199,QuickMeal,,-74.0130246,40.701009,"4 SOUTH STREET, New York City",1
3684,PRIMOLA RESTAURANT,10065,2127581775,Italian,,-73.9616489,40.7638675,"1226 SECOND AVENUE, New York City",2
3685,REDWOOD DELI,11375,7182619326,American,,-73.8320832,40.7144763,"11818 QUEENS BOULEVARD, New York City",4
3686,BURNSIDE BEER & WINE CAFETERIA,10457,6462077863,Other,,-73.901703,40.850643,"294 E BURNSIDE AVE, New York City",4
3687,REGO PARK COFFEE SHOP,11374,7184592233,Dessert,,-73.8627361,40.7289403,"9414 63RD DR, New York City",4
3688,PEDRO'S LATIN KITCHEN & PIZZA (WESTERN BEEF),11385,7183863862,American,A,-73.9200589,40.7141795,"4705 METROPOLITAN AAVENUE, New York City",2.5
3689,Fountain of Spa,11354,7184451231,Dessert,A,-73.83238,40.7674184,"3202 LINDEN PL, New York City",4.5
3690,YIP'S RESTAURANT/JUICE VITALITY,10004,2124809010,Asian,,-74.0123928,40.7048111,"18 BEAVER STREET, New York City",4.5
3691,LA CASA BELLA,11214,7184490200,Italian,,-73.9913781,40.5907099,"2579 CROPSEY AVENUE, New York City",3.5
3692,MAMI RESTAURANT,10031,2125107481,European,C,-73.9452781,40.8288336,"1830 AMSTERDAM AVE, New York City",3
3693,CATCH,10014,2123923978,Seafood,,-74.006126,40.740224,"21-27 9 AVENUE, New York City",4
3694,WILFIE & NELL,10014,2122422990,European,A,-74.0031547,40.7340486,"228 WEST    4 STREET, New York City",3.5
3695,SUGARCANE,11217,7182303954,Mexcian,,-73.9750454,40.6802842,"238 FLATBUSH AVENUE, New York City",2.5
3696,FRESH TACO,11385,7188216563,Mexcian,,-73.9066791,40.7005787,"1701 PUTNAM AVENUE, New York City",3.5
3697,THE ASTORIA WORLD MANOR,11102,7182787766,American,,-73.9223341,40.7708731,"2522 _ASTORIA BOULEVARD, New York City",2.5
3698,MAYFLOWER (Howard Johnson Hotel),11101,9178689878,Other,,-73.9421317,40.7565212,"3861 12TH ST, New York City",3.5
3699,WRAY'S CARIBBEAN AND SEAFOOD CUISINE,11205,7187891111,Mexcian,,-73.9647817,40.6937586,"503 MYRTLE AVENUE, New York City",3.5
3700,PAT'S FLAVORS KRUSS,11203,3474139642,Mexcian,A,-73.9301406,40.6538252,"754 LINDEN BLVD, New York City",4
3701,QUICK GRILL JAPAN,10314,7186821786,Asian,Not Yet Graded,-74.1569169,40.6114163,"1445 RICHMOND AVE, New York City",2.5
3702,Dhaka Garden,11372,7184248600,Other,,-73.8930569,40.7490784,"7223 37TH AVE, New York City",4.5
3703,BREAD & TULIPS,10016,2125329100,Italian,,-73.9845816,40.7421034,"365 PARK AVENUE SOUTH, New York City",4.5
3704,PADDY DUGGANS PUB,11104,7184157399,Dessert,,-73.917332,40.742435,"4714 GREENPOINT AVENUE, New York City",2
3705,BERLYN,11217,7182225800,European,,-73.9778834,40.6870085,"25 LAFAYETTE AVENUE, New York City",1.5
3706,RAW BK,11223,7186761360,Other,,-73.9702269,40.6088966,"462 AVENUE P, New York City",4.5
3707,SONG KRAN THAI,10001,2122398792,Asian,B,-73.996649,40.7474878,"330 8TH AVE, New York City",4
3708,RINCONCITO TEPEYAC,10454,7184018314,Mexcian,,-73.9232746,40.8095337,"381 EAST  138 STREET, New York City",3.5
3709,TWIN SISTER PAN,11220,9173617189,Chinese,,-74.011445,40.6333585,"6319 8TH AVE, New York City",2
3710,HALAL KITCHEN,11378,7182055360,Chinese,A,-73.8916595,40.7278209,"7112 GRAND AVE, New York City",2
3711,YUMMY THAI,10034,9175290811,Asian,,-73.9206216,40.8681573,"4959 BROADWAY, New York City",3
3712,SCHNITZI SCHNITZEL BAR,11230,7183384015,Other,A,-73.9650952,40.6259685,"1299 CONEY ISLAND AVE, New York City",4
3713,CAFE MARGOT PATISSERIE,10023,2127210076,QuickMeal,,-73.9822972,40.7801634,"2109 BROADWAY, New York City",4
3714,NOORMAN'S KIL,11211,3473842526,American,A,-73.9775763,40.713292,"609 GRAND STREET, New York City",3
3715,EL NUEVO DELICIOSO RESTAURANT,10455,7184027900,European,,-73.91774,40.8149448,"410 EAST  148 STREET, New York City",3.5
3716,O YA,10016,2122040200,Asian,A,-73.9830641,40.7427916,"124 E 28TH ST, New York City",3.5
3717,MIKE'S BAGELS,10032,2129282300,QuickMeal,A,-73.9398839,40.8414354,"4003 BROADWAY, New York City",3.5
3718,FIDDLESTICKS,10011,2124630516,American,,-74.0011456,40.73658,"5456 GREENWICH AVENUE, New York City",4.5
3719,KING FRIED CHICKEN,10454,6466436604,Chinese,,-73.9223493,40.8094409,"266 WILLIS AVE, New York City",1
3720,LUKE'S LOBSTER,10024,2128778800,Seafood,A,-73.977874,40.784224,"426 AMSTERDAM AVENUE, New York City",3.5
3721,THE GREAT BURRITO MEXICAN KITCHEN,10024,2127245151,Mexcian,,-73.9778724,40.7832795,"405 AMSTERDAM AVENUE, New York City",4.5
3722,DADO FISH RESTAURANT,11355,7188862737,Asian,A,-73.8149849,40.762033,"14920 41ST AVENUE, New York City",4.5
3723,FORDHAM ROAD BAKERY,10468,3477586996,QuickMeal,,-73.901645,40.863013,"15 WEST FORDHAM ROAD, New York City",3.5
3724,SENYA,10003,6463353160,Asian,,-73.9861439,40.726888,"109 1ST AVE, New York City",3.5
3725,STEINWAY BILLIARD,11101,7184722124,American,A,-73.922236,40.754271,"3525 STEINWAY STREET, New York City",4
3726,ANDANADA,10023,6466928762,European,,-73.9814654,40.7762479,"141 WEST   69 STREET, New York City",5
3727,TASTE OF CHINA RESTAURANT,11225,7188563888,Chinese,A,-73.9509947,40.66174,"1078 NOSTRAND AVE, New York City",3
3728,MANNA'S RESTAURANT,10027,2127499084,Other,,-73.950847,40.8111455,"2353 8 AVENUE, New York City",2.5
3729,A SAFFRON THREAD,10007,2126760313,Asian,A,-74.007725,40.714627,"98 CHAMBERS STREET, New York City",3.5
3730,EL POTRERO SPORT BAR,11104,6465228877,American,A,-73.9184332,40.7420796,"4612 GREENPOINT AVE, New York City",4
3731,C & C WEST INDIAN AMERICAN FOOD,11226,7184622708,Mexcian,A,-73.9511914,40.6411292,"1183 ROGERS AVENUE, New York City",4
3732,DEUX AMIS,10022,2122301117,European,,-73.9661811,40.7545393,"356 EAST   51 STREET, New York City",2
3733,SIDE BAR,10003,2126772900,American,,-73.9886423,40.7346219,"120 EAST 15 STREET, New York City",4
3734,BUTCH AND COCO CAFE,11233,9179305562,American,A,-73.9199506,40.6833447,"153 HOWARD AVE, New York City",2.5
3735,CALIBELLA BAKERY,11237,7184973614,QuickMeal,B,-73.9162757,40.7022367,"164 WYCKOFF AVENUE, New York City",4.5
3736,MANGIA,10017,2126449144,American,,-73.9764615,40.7570911,"422 MADISON AVE, New York City",2.5
3737,YUNG HSIN RESTAURANT,10460,7184095984,Chinese,A,-73.866547,40.83295,"147577 BEACH AVENUE, New York City",3
3738,TABOON,10019,2127130271,European,A,-73.9910064,40.7662319,"773 10TH AVENUE, New York City",5
3739,TAQUERIA EL PATRON MEXICAN GRILL,11225,6464966402,Mexcian,,-73.9613375,40.6609508,"51 LINCOLN RD, New York City",5
3740,LA NUEVA WIN HING RESTAURANT,10452,7189920404,Chinese,,-73.9211744,40.8354902,"40 E 167TH ST, New York City",3.5
3741,M. RESTAURANT,11207,7182772071,European,,-73.8889294,40.6782514,"195 BARBEY STREET, New York City",4.5
3742,SYLVIA'S RESTAURANT,10027,2129960660,Other,A,-73.9447209,40.8087069,"328 LENOX AVENUE, New York City",4.5
3743,RIQUISIMO CAFE BAKERY,11377,3478089594,American,A,-73.8946521,40.7403286,"6929 QUEENS BOULEVARD, New York City",3
3744,KINGS COUNTY CAFETERIA BLDG T,11203,7183631499,American,A,-73.9461696,40.6567192,"451 CLARKSON AVENUE, New York City",2
3745,ILILI BOX,10036,9173380925,European,A,-73.9882975,40.7587072,"700 8TH AVE, New York City",1
3746,ENZO'S PIZZERIA,11235,7187439056,Italian,,-73.938188,40.5784447,"1623 ORIENTAL BLVD, New York City",4
3747,MILLY'S CORNER RESTAURANT AND BAR,10474,7188934900,American,,-73.89305,40.8146635,"1129 LONGWOOD AVE, New York City",2.5
3748,CHINA KING,11432,6463381046,Chinese,,-73.7862887,40.7123853,"17545 HILLSIDE AVE, New York City",5
3749,FAMOUS JOE'S PIZZA,10014,2123661182,QuickMeal,,-74.0021496,40.730592,"7 CARMINE STREET, New York City",4
3750,DOWN TOWN ASSOCIATION,10005,2124221982,American,B,-74.0081545,40.7067097,"60 PINE STREET, New York City",2.5
3751,BROTHERS FISH MARKET,10032,2127811899,Seafood,A,-73.943467,40.8361993,"3845 BROADWAY, New York City",4
