NAME,ZIP,TEL,LON,LAT,ADDRESS
NEW CASTLE DELI & GROCERY INC.,11434,7189955327,-73.76754601,40.65754961,GUY R BREWER BLVD
"ALSABAHI, AHMED S",10028,2122887690,-73.95385202,40.77788318,E 85TH ST
CAROL MINI MART CORP.,11207,7184350832,-73.91077139,40.69024529,HALSEY ST
A & J MEAT MARKET AND PRODUCE CORP,10460,7188236011,-73.86672263,40.83754609,ARCHER ST
ARUN NEWSSTAND INC.,11420,7186481940,-73.8212767,40.67647211,ROCKAWAY BLVD
"SINGH, GURMEET",10312,9177168991,-74.17974617,40.52628319,HYLAN BLVD
"SANTANA, MAXIMO A.",11213,789534790,-73.93656947,40.66993186,TROY AVE
EASTCHESTER ROAD GAS CORP.,10461,7188228214,-73.84585367,40.84474691,EASTCHESTER RD
"LIN, JIN FENG",11214,,-73.99733834,40.61206179,18TH AVE
"GENNETT, JOSEPH",10005,9547499590,-74.00950391,40.7063803,WALL STREET
PAVAN NEW YORK,10461,7188243788,-73.83319378,40.8472215,BUHRE AVE
CANELA DELI & GROCERY CORP.,11233,7184848436,-73.91406583,40.68291377,BAINBRIDGE ST
"RITE AID OF NEW YORK, INC.",11432,212-791-5795,-73.79996763,40.70852621,HILLSIDE AVE
"PATEL, NILU U.",10011,718-442-3173,-73.99918452,40.73413843,6 AVENUE
MILLENNIUM SMOKE SHOP INC,10038,6467264513,-74.00898851,40.70913608,MAIDEN LN
METRO CONVENIENCE INC.,11377,7187794200,-73.91507047,40.74621971,SKILLMAN AVE
DILONE GROCERY & DELI CORP,11420,718-322-3737,-73.82204088,40.68191894,LEFFERTS BLVD
COD GOURMET DELI CORP,10029,469456114,-73.94623861,40.78944619,3RD AVE
THE STOP & SHOP SUPERMARKET COMPANY LLC,11360,717-870-6364,-73.77654786,40.778469,26TH AVE
"FAST & FRESH SUPERMARKET, INC",11415,9173047070,-73.82623057,40.71231272,QUEENS BLVD
CITI LINE TRADING INC,11428,7187495458,-73.74512409,40.72273732,91ST AVE
HUDSON-NIK JFK T1 JV,11430,7187512854,-73.78824186,40.64824356,JFK AIRPORT
NAMDOR INC.,10128,2127213077,-73.94896492,40.78502841,E 96TH ST
"ALAHERI, RATFAN M",11225,7187711176,-73.95086057,40.66291222,NOSTRAND AVE
3 STAR FOOD MARKET CORP,10032,2124914462,-73.94059845,40.83319979,SAINT NICHOLAS AVE
"KHAN, AMIRA",11234,347-702-8528,-73.92381592,40.61915108,AVENUE N
EAGLE MINI MART DELI GROCERY CORP,11222,718-383-0740,-73.95507951,40.735266,MANHATTAN AVE
Z & J UNITED DELI GROCERY INC.,10466,347-327-8140,-73.85327193,40.89804489,NEREID AVE
SHRI MAHAVALLABH CORP.,10036,9736528488,-73.98873796,40.75866222,8TH AVE
JMD SERVICE STATION INC.,11418,718-846-4813,-73.82167615,40.70370914,HILLSIDE AVE
NEW ANCHOR GROCERY INC.,11208,,-73.86911559,40.67561149,HEMLOCK ST
STOP ONE KING OF ROCKAWAY DELI INC,11436,3477014324,-73.79798726,40.67406483,ROCKAWAY BLVD
MASSOLA MANAGEMENT -368 CORP.,10001,7186436440,-73.99597947,40.74871574,8TH AVE
KAPIL INC.,11105,7182047765,-73.91154012,40.77671117,DITMARS BLVD
Dollar Express Stores LLC,11429,3478799622,-73.74056779,40.7032173,SPRINGFIELD BLVD
B-QUICK CORP I,11236,7182517608,-73.8968769,40.63483577,AVENUE M
"KIM, OG J",11004,7183432257,-73.71341938,40.73621919,HILLSIDE AVE
AMIN GROCERY CORP.,11218,7188540370,-73.97621115,40.63119056,18TH AVE
NOVA SHASWAT TRADING INC,11209,7183446138,-74.02396362,40.62626912,5 AVENUE
"WALGREEN EASTERN CO., INC.",10314,718-426-4182,-74.1206917,40.6033496,MANOR RD
"LUCKY DIAZ MINI MARKET, INC.",10031,2129268479,-73.95099693,40.8256622,BROADWAY
"OSCAR L, INC.",10019,212-582-7330,-73.98797521,40.76483507,9TH AVE
"AAYAAN, INC",11354,978-602-4160,-73.81549778,40.77153061,BAYSIDE AVE
LA LOMITA FOOD CORP.,11206,718-780-8362,-73.9497886,40.69836325,MARCY AVE
MELO BAEZ FOOD CORP.,11225,718-604-3994,-73.94737173,40.66257582,LEFFERTS AVE
RIDDHI & SIDDHI FOOD INC.,11379,212-575-5335,-73.87341778,40.71103758,79TH ST
"SANAT CARDS & GIFTS, INC.",11364,7184797312,-73.75966443,40.74037901,73RD AVE
A & O Deli Grocery Corp,10459,7183284595,-73.89326325,40.81949151,BARRETTO ST
KING 4TH AVE DELI CORP.,11220,7184397164,-74.01799476,40.64124577,4TH AVE
GURUHARI NEWS STAND INC.,10011,3473935588,-73.99441763,40.73808251,W 16TH ST
277 SUPERMARKET CORP.,11212,347-988-3795,-73.90996235,40.66718306,SUTTER AVE
28TH AVENUE DELI & GROCERY INC.,11103,718-626-7660,-73.91351537,40.76540433,28TH AVE
SPEEDWAY LLC,11368,7182394862,-73.87112126,40.75706734,NORTHERN BLVD
KUKU'S MARKET CORP.,10452,7185882310,-73.91899378,40.83495698,E 167TH ST
"OPTIMO CONVENIENCE & SMOKE SHOP, INC.",11385,3475619837,-73.89675216,40.70614774,FRESH POND RD
SUDANCO GAS STATION CORP,11217,7186431097,-73.98356285,40.68107275,3RD AVE
GO GO'S DELI & CONVENIENCE FOODMART INC,10306,718-667-0880,-74.10388227,40.57629953,HYLAN BLVD
"ULLAH, ATIQUE",11101,7184722735,-73.91994997,40.75507502,42ND ST
"POWELL SUPERMARKET, INC.",11212,718-566-1679,-73.90313978,40.66643369,POWELL ST
GOMEZ FOOD CORP.,10452,7187318797,-73.91743656,40.84634916,FEATHERBED LN
GREEN APPLE GOURMET DELI INC.,10456,718-328-8063,-73.90314792,40.8321177,E 169TH ST
"BRAHMBHATT, SURESHKUMAR B",10022,2123556133,-73.96447535,40.75619526,1ST AVE
"GOHEL, JAYESH P",10022,9177908252,-73.9693944,40.75770079,3 AVENUE
"H & H MINI MART, INC",11210,718-377-5400,-73.93941843,40.62501226,FLATBUSH AVE
9-11 DELI CORP.,10026,9173491150,-73.95041819,40.79739131,W 110TH ST
MUKTI 1360 PETROLEUM INC,10459,718-736-0400,-73.88565657,40.82244577,BRUCKNER BLVD
"JUAN, CASTILLO",11232,7187689412,-74.00280757,40.65585213,4TH AVE
HILLSIDE AUTO CARE INC,11432,9179395490,-73.77427539,40.71495362,HILLSIDE AVE
"MS. CONVENIENCE, INC.",11209,347-531-3741,-74.02842553,40.62264223,4TH AVE
"SANTANA, MARINELIS",11234,718-692-1770,-73.93343565,40.62781687,AVENUE J
9627 DELI GROCERY CORP.,11236,7187635611,-73.8957292,40.63840571,AVENUE L
LA PODEROSA GROCERY STORE CORP,10453,7186143017,-73.91188695,40.84749783,E 175TH ST
CYPRESS EXPRESS DELI INC.,11385,3475298973,-73.89783763,40.69449168,CYPRESS AVE
CIGAR HOOKAH INC.,10011,2122430030,-73.99556883,40.73683644,W 14TH ST
DELTAURANT CORP,10013,646-234-8566,-74.00763056,40.72547848,HUDSON ST
230 DELI & GROCERY CORP,10466,3472150843,-73.85846943,40.89144766,WHITE PLAINS RD
BRAVO COFFEE & MARKET CORP,10458,9178312233,-73.88734943,40.8554526,E 187TH ST
JAI SHERAWALI INC.,10018,2123986674,-73.98720853,40.75318629,BROADWAY
RAYA DELI & GROCERY INC.,11223,718-382-6140,-73.97271842,40.60885267,AVENUE P
"RITE AID OF NEW YORK, INC.",11104,212-791-5795,-73.91865179,40.74225613,GREENPOINT AVE
S.S.S. SUNFLOWER CORP.,11204,7183397277,-73.97680899,40.61106312,65TH ST
472 MCDONALD AVENUE FOOD CORP.,11218,7189722600,-73.97938887,40.64249421,MCDONALD AVE
"GENOVESE DRUG STORES, INC.",11209,212-929-6915,-74.02676584,40.63401155,3RD AVE
N H DELI & GROCERY CORP.,10469,917-496-8257,-73.85745546,40.88022338,E 217TH ST
NEW WAY CONVENIENCE STORE CORP,10304,7189376054,-74.0804552,40.62433309,BROAD ST
BROAD 99 C OR MORE INC.,10304,7184203516,-74.08209003,40.62381317,BROAD ST
251 LA BODEGUITA GROCERY CORP,10035,5167341000,-73.93745019,40.79941336,E 119TH ST
G P DELI GROCERY CORP,10452,646-620-1506,-73.91603387,40.83800423,MARCY PL
FREEMAN DELI CORP,11222,347-276-2815,-73.95498618,40.73455233,MANHATTAN AVE
RDL MINI MART CORP.,10454,917-418-9680,-73.92403017,40.80752145,WILLIS AVE
"LEZAMA, BENITO",10029,2124103133,-73.93908084,40.79754233,E 116TH ST
164TH STREET TRADING INC.,11365,7184634188,-73.80477311,40.7364899,164TH ST
NEW YORK DELI & GROCERY INC.,11372,718-899-5806,-73.88943827,40.74705981,ROOSEVELT AVE
GREENE FINEST DELI & GROCERY INC,11201,718-855-3757,-73.9778129,40.68979192,DEKALB AVE
NEW SHRIJI CORP.,10165,2129839186,-73.9787665,40.75257571,E 42ND ST
NEW TRUE BLUE DELI GROCERY CORP,10039,2122816100,-73.94136939,40.8236074,FREDERICK DOUGLASS BLVD
I & C DELI MINI MARKET CORP.,10458,7183677257,-73.89165985,40.85454274,E 183RD ST
N & N DELANCEY SMOKE SHOP INC.,10002,2127298653,-73.99092714,40.71936854,DELANCEY ST
SAND CASTLE FOOD MART INC.,11691,7184714883,-73.74120768,40.5959851,SEAGIRT AVE
41 FANTASY FOOD CENTER INC,10453,3475993185,-73.92241774,40.85207259,RICHMAN PLZ
PAYA DELI GROCERY CORP,10468,7183148920,-73.89874954,40.86575854,JEROME AVE
"JONG,DO CHUN & YOUNG OK CHUN",11373,7184579479,-73.88098841,40.73560028,GRAND AVE
COFACI FOODS INC,10454,7184028600,-73.91652884,40.81218779,BROOK AVE
"KARIM 1 STOP MINI-MART, INC.",11209,718-680-7009,-74.02336612,40.62774045,5TH AVE
OLIVE OASIS DELI CAFE CORP,10029,9175390567,-73.94693958,40.78444561,2ND AVE
M & N SMOKE & CARD INC.,10016,2126842299,-73.98268153,40.74275017,E 28TH ST
RIO GROCERY CORP,11226,7186661536,-73.9636458,40.64922601,CHURCH AVE
ST. JOHNS DELI CORP I,11213,347-744-4395,-73.93137063,40.67059586,SAINT JOHNS PL
SUPER 77 MARKET INC,11214,718-256-6828,-74.00044662,40.61403259,NEW UTRECHT AVE
"ECONOMIC DELI GROCERY, INC.",11213,7182219015,-73.92750879,40.67486437,BERGEN ST
"HUDSON-NIK JFK T1, JV",11430,7187512854,-73.78824186,40.64824356,JFK AIRPORT
"TRAN, TU THI",11233,718-346-6478,-73.90629337,40.67446203,SACKMAN ST
DUANE READE,10025,718-386-6692,-73.96838202,40.79170233,COLUMBUS AVE
"PATEL, UMESH J",10023,7184423178,-73.98131029,40.78102539,BROADWAY
"SHAH, SUJATA U.",10024,7185655598,-73.97805875,40.78642097,BROADWAY
R&P SMOKE SHOP INC,11435,7186585172,-73.81831245,40.70852095,QUEENS BLVD
11-7 DELI GROUP INC,11237,7183813695,-73.91892858,40.70459274,DEKALB AVE
"PAKEEZA DELI & GROCERY, INC.",10003,7184156686,-73.98600686,40.73488416,3RD AVE
"DAS, SUKANTA",10018,917-498-4456,-73.9939358,40.75897825,WEST   42 STREET
"YESOL MARKET, INC.",10016,2125325624,-73.97911466,40.74725096,LEXINGTON AVE
JERANNIE DELI GROCERY CORP.,11216,718-399-2757,-73.951346,40.68922659,NOSTRAND AVE
SPEEDWAY LLC,11417,7182394862,-73.84319048,40.67431647,CROSSBAY BLVD
"LANCER SERVICE STATIONS, INC.",11434,7187234298,-73.76761855,40.66673107,S CONDUIT AVE
207 INC. I,10034,3473207265,-73.92163321,40.86753295,BROADWAY
SHAPLA BANGLADESHI AMERICAN DELI & GROCERY INC,11417,718-738-8611,-73.84308554,40.68061285,LIBERTY AVE
262 PETROLEUM INC.,11004,7183470629,-73.70628953,40.737763,HILLSIDE AVE
"RITE AID OF NEW YORK, INC.",10011,212-791-5795,-74.00202821,40.74551267,9TH AVE
PARSONS CONVENIENCE STORE INC.,11366,7189696735,-73.80926047,40.72063818,PARSONS BLVD
"507 NEW WAY SUPERMARKET, INC.",11218,3472402643,-73.97435297,40.63840346,CORTELYOU RD
LIV DELI AND GROCERY CORP,11212,313-455-4549,-73.90865654,40.66258453,LIVONIA AVE
CROWN BAGEL DELI CORP,11238,3472687079,-73.96323512,40.6751311,WASHINGTON AVE
ALMAZEN CANDY & TOBACCO CORP.,11411,5162089432,-73.74330365,40.69613641,LINDEN BLVD
ROGER'S NEWS INC.,10022,2122078577,-73.97428713,40.76250803,5TH AVE
YEMEN DELI CORP,11211,718-599-5940,-73.94927759,40.71113991,GRAND ST
"SALEH, ALI",11236,718-531-0795,-73.90797176,40.64686736,FOSTER AVE
JUBAN DELI & GROCERY CORP,11412,718-978-8958,-73.75759951,40.69298072,LINDEN BLVD
SMITH FINEST DELI CORP.,11231,917-627-9813,-73.99353536,40.68217439,SMITH ST
RIO DRUGS INC.,11206,7185991172,-73.94331244,40.70157986,BROADWAY
LONG RIVER TRADING INC.,11220,7186332327,-74.00620461,40.63873553,8TH AVE
"MONEGRO, HECTOR E",11206,718-249-8139,-73.92914365,40.70036157,CENTRAL AVE
HSP NYC CORP,10003,2122537777,-73.98869606,40.72904362,SAINT MARKS PL
"VELAZQUEZ, ELBA",11377,7184298187,-73.90002046,40.73945005,LAUREL HILL BLVD
"7-ELEVEN, INC.",11223,9728680711,-73.97934912,40.59631307,AVENUE U
ALMALEKI NASSER A,11385,718-849-5075,-73.8993007,40.69995231,FOREST AVE
GUANCHE GROCERY CORP,11377,7183893177,-73.91932659,40.73930325,48TH AVE
"10325 STOP 1 DELI, CORP.",11417,7188483359,-73.83622734,40.67943677,ROCKAWAY BLVD
"ORLANDO NEWS, INC.",10021,2125700450,-73.95341532,40.7672938,YORK AVE
"KIRTIYASH, LLC",10024,2127990317,-73.97103774,40.78864539,COLUMBUS AVE
KINGS DRUG & SURGICAL CORP.,11203,7183633300,-73.94309182,40.65583534,CLARKSON AVE
V.M.D. DELI GROCERY INC.,11377,7182392154,-73.89575744,40.74026421,QUEENS BLVD
"WALGREEN EASTERN CO., INC.",10305,718-426-4182,-74.07106539,40.61226218,TOMPKINS AVE
"PERSAUD FOODS, INC.",11419,7186595100,-73.82066272,40.68760672,LIBERTY AVE
WELCOME CONVENIENCE GROCERY CORP,10452,3479900386,-73.92051872,40.83501293,GERARD AVE
"MARTIN'S NEWS AND SUNDRY SHOPS, INC.",10013,2123851220,-74.01011201,40.72058438,GREENWICH ST
MCCARREN NATURAL GROCERY & FOODS CORP,11222,718-388-1919,-73.9521184,40.72334708,NASSAU AVE
SR CONVENIENCE STORE INC,11226,7184353757,-73.9628067,40.63528223,NEWKIRK PLAZA
FARMER'S GROCERY MARKET CORP.,11205,7187891000,-73.96276685,40.69378991,MYRTLE AVE
TEE PHARMACY INC,11358,7187941010,-73.78998813,40.76664246,FRANCIS LEWIS BLVD
BUSHWICK PETROLEUM LLC,11207,7184558053,-73.90317275,40.68096731,BUSHWICK AVE
751 DELI CORP,10467,313414450,-73.86395401,40.87660274,E GUN HILL RD
ANDREA'S DELI GROCERY CORP.,10459,3472207660,-73.88869631,40.82825108,W FARMS RD
"MILLENNIUM NEWSSTAND 11, LLC",10036,2127305782,-73.98236373,40.75725611,AVENUE OF THE AMERICAS
2056 DELI GROCERY CORP,10452,7184662650,-73.92403712,40.84257698,OGDEN AVE
NABLUS FOOD CORP.,10312,7186129916,-74.17736005,40.5407219,ANNADALE RD
HANA FOOD CORP.,11211,7182187747,-73.95095994,40.71405832,METROPOLITAN AVE
WELCOME TO NEW YORK GOURMET DELI CORP,10027,3474242129,-73.94875555,40.80839968,ADAM CLAYTON POWELL JR BLVD
GRAND MARS BAGEL & DELI INC.,11378,718-651-6600,-73.89354127,40.72700775,GRAND AVE
"ALMULAIKI, ABDUL B.",11418,718-849-5683,-73.84504194,40.69515458,JAMAICA AVE
"FAMILY DOLLAR STORES OF NEW YORK, INC.",11221,7048476961,-73.93937608,40.68749993,GATES AVE
"FAMILY DOLLAR STORES OF NEW YORK, INC.",10305,7048476961,-74.07418549,40.61642407,TOMPKINS AVE
LUCKY YOU 123 INC.,11373,718-458-1819,-73.87723207,40.73756707,BROADWAY
SMN AMERICAN INC,11361,6466390559,-73.77069385,40.76304299,LIRR TRAIN STATION
SUNAC FOOD CORP.,11211,718-643-0508,-73.95152668,40.71349314,UNION AVE
TITAHS DELI GROCERY CORP,11368,7185652527,-73.86259406,40.75777387,NORTHERN BLVD
"LUGO, MARTHA",11207,7182723654,-73.89356594,40.6596017,GEORGIA AVE
7TH HEAVEN GOURMET  DELI INC,10030,2122810302,-73.93919259,40.82149559,7TH AVE
K & S LAURELTON MINI MART INC,11413,7189779300,-73.75073073,40.66961343,141ST AVE
"SECOND AVENUE DELI MARKET, INC.",10003,9176121940,-73.98914025,40.72658985,2ND AVE
CITY FUELS LLC,10033,2127400001,-73.93413171,40.85334792,BROADWAY
330 CANDY STORE CORP.,10029,6463012245,-73.94110281,40.79005027,E 106TH ST
KING OF HOOKAH STORE PLUS A TO Z CORP.,10458,7184470333,-73.88530952,40.85819529,ARTHUR AVE
SKY DELI AND GROCERY 1 CORP,11208,347-661-4208,-73.87350885,40.67255048,SUTTER AVE
218 GOURMET DELI & TOBACCO CORP,10456,7185130424,-73.91287481,40.83836694,E 170TH ST
MANKI 135 INC,10020,646-209-5559,-73.98153267,40.76037401,W 50TH ST
EASY STUYVESANT DELI CORP,11221,347-307-6417-,-73.93324488,40.68888539,STUYVESANT AVE
GOURMET FRESH FOOD INC,11238,347-623-7763,-73.96031454,40.67586299,PROSPECT PL
3 STAR DELI GROCERY INC.,10032,9176031286,-73.94000659,40.83634218,SAINT NICHOLAS AVE
"CHOUDHURY, SHAMSUN NAHAR",10023,3476865659,-73.9820623,40.77749304,BROADWAY
173 JR GROCERY STORE CORP,10032,3475968709,-73.93828971,40.84446561,W 173RD ST
NICOLE FOOD CORP.,10457,718-220-4091,-73.89920791,40.85435745,VALENTINE AVE
"GONZALEZ, RICARDO D.",11237,7183860034,-73.91574814,40.70405523,SAINT NICHOLAS AVE
XPRESS DELI GOURMET CORP,11203,347-425-1600,-73.93203519,40.65166825,CHURCH AVE
STOP 1 DELI GOURMET CORP.,11238,3473073236,-73.96240917,40.68859669,LAFAYETTE AVE
"GENERAL FOOD STORE, CORP.",10473,7183782640,-73.85778276,40.81343403,SOUNDVIEW AVE
ZITOMER PHARMACY INC.,10021,2129566000,-73.96367868,40.77417307,MADISON AVE
GAWAD DELI GROCERY CORP,11206,3474619858,-73.94352462,40.69378208,HART ST
5TH AVE SMOKE & PHONE CARD INC.,11215,7188321486,-73.98653618,40.66890829,5TH AVE
1BOSSRK MINI MART INC.,11421,718-441-0094,-73.84971006,40.69440047,JAMAICA AVE
"SLOPE FOODS, INC.",11217,7187895962,-73.97737959,40.68094544,5TH AVE
ROYAL R DELI CORP.,10305,3475962624,-74.08045441,40.59379449,REID AVE
PITKIN KING DELI CORP,11212,3476790930,-73.90874375,40.66997354,PITKIN AVE
"CONSUL INTERNATIONAL, INC",10128,9177142360,-73.95092872,40.78586641,LEXINGTON AVENUE
SPEEDWAY LLC,11355,7182394862,-73.82600744,40.74804642,MAIN ST
SUPER VAPE CONVENIENCE SHOP CORP,10009,9172390452,-73.97723215,40.72205102,AVENUE D
FOURTY GOURMET DELI CORP,11433,6464628036,-73.79522689,40.69836222,160TH ST
SHREE SHRIJI CORPORATION,10001,7188760907,-73.98855879,40.75099887,W 35TH ST
"RITE AID OF NEW YORK, INC.",10469,212-791-5795,-73.84326605,40.86152456,EASTCHESTER RD
CANA ARRIBA GROCERY STORE INC.,10460,718-893-2825,-73.88782285,40.83195286,BRYANT AVE
A S CONVENIENCES INC.,11366,7183743102,-73.80538082,40.72115319,UNION TPKE
JADE FOOD CENTER CORP.,10457,7185830356,-73.90141208,40.83787464,3RD AVE
LOS CORBATICAS DELI GROCERY II CORP,10453,9174719809,-73.91853662,40.84824928,UNIVERSITY AVE
BORO PARK DELI GROCERY CORP,11219,3477871789,-73.99477924,40.63633389,NEW UTRECHT AVE
S & T BAGELS & DELI CORP.,10301,7189812100,-74.10499006,40.63066475,FOREST AVE
G.O.D. FIRST DELI CORP.,11385,3476990589,-73.88639422,40.70147462,MYRTLE AVE
MIDNIGHT DELI AND GROCERY CORP,10472,3472828823,-73.87530112,40.82647801,WATSON AVE
HABIBIE #6 INC,10035,2122892822,-73.93407896,40.7971608,E 118TH ST
REJOK INCORPORATED,11428,7187402390,-73.73601361,40.72846434,BRADDOCK AVE
GHANSHYAM 2 DELI & GROCERY INC,10031,2122682222,-73.94956458,40.82763229,BROADWAY
FLAT GAS INC.,11207,7182573847,-73.88657744,40.65313655,PENNSYLVANIA AVE
ROYAL DELI GRILL CORP,11214,718-372-6760,-74.00229026,40.59983374,CROPSEY AVE
390 Cafe Inc.,10018,973-413-7767,-73.98408005,40.74980712,5TH AVE
TANVIR A. SYED,11373,6462586574,-73.876016,40.73563346,QUEENS BOULEVARD
141 FINEST DELI CORP,10030,9173458495,-73.94537494,40.82095797,W 141ST ST
A AND T GROCERY INC.,11224,718-946-3289,-73.98150425,40.57670733,STILLWELL AVE
"FAMILY DOLLAR STORES OF NEW YORK, INC.",11212,7048476961,-73.90808083,40.65924642,ROCKAWAY AVE
"DUMAIN, ALAN R.",11379,7185655078,-73.88638502,40.72168706,ELIOT AVE
DUANE READE,10017,718-386-6692,-73.97399435,40.75424354,LEXINGTON AVE
"KHANOM, ZUBEDA",11218,7189414483,-73.97091559,40.64666994,CONEY ISLAND AVE
DIAMOND DELI INC,11222,2125449305,-73.94671263,40.72510958,NASSAU AVE
OLYMPOI CORP.,10075,2128790980,-73.95235725,40.77277187,1ST AVE
BRADY DELI GROCERY INC,10462,7187920200,-73.86487507,40.85220069,WALLACE AVE
NU IDEA MARKETING INC,11430,3473981635,,,JFK INTL AIRPORT BLVD
CAPELLAN DELI GROCERY CORP.,10029,2128288555,-73.94358718,40.79884288,PARK AVE
LEONARD NEWS INC,10013,212-334-2400,-74.00396089,40.71696168,BROADWAY
DUANE READE,11417,718-386-6692,-73.83763141,40.68174437,LIBERTY AVE
"MOZEB, ALI A",11216,718-604-3525,-73.95044032,40.67064683,NOSTRAND AVE
COCO ONE STOP INC,10003,9172246655,-73.99106594,40.73348209,BROADWAY
"RITE AID OF NEW YORK, INC.",11372,212-791-5795,-73.88237434,40.7558662,NORTHERN BLVD
ESPERANZA GROCERY CORP,10452,718-294-0606,-73.91166748,40.84401738,GRAND CONCOURSE
LIVONIA DELI CORP,11212,7189221769,-73.90898429,40.66276869,ROCKAWAY AVE
"PAKSEY ASSOCIATES, INC.",11214,7184384913,-73.9980445,40.60447519,86TH ST
SYRENA GROCERY INC.,11378,7182619869,-73.90398637,40.72437373,56TH RD
314 EAST DELI GROCERY CORP.,10458,9738090284,-73.89500841,40.86064182,E 188TH ST
THE MERCER I L.L.C.,10012,2129666060,-73.99834041,40.724938,MERCER ST
"LEXINGTON AVENUE NEWS, INC.",10028,2125358200,-73.95648394,40.77827945,LEXINGTON AVE
BAYCHESTER PETROLEUM LLC,10475,7182318014,-73.83845662,40.8813621,BOSTON RD
GOLDEN LION CHENG LE INC.,11365,7185394961,-73.79453872,40.73325798,FRESH MEADOW LN
"HAMILTON FOOD STORE, INC.",10025,2127498924,-73.96129144,40.80647503,AMSTERDAM AVE
EMPIRE STATE DELI INCORPORATED,11103,7186062316,-73.91318995,40.76303263,30TH AVE
PAGE BAGELS AND DELI INC,10307,7189679855,-74.23342475,40.5167883,PAGE AVE
"Hudson Keelee JFK 7, JV",11430,7182565946,-73.78824186,40.64824356,JFK AIRPORT
GWQ ROEBLING FOOD CORP,11211,7183882406,-73.96103112,40.70815544,ROEBLING ST
322 VAN BRUNT CORP.,11231,7186241779,-74.01115482,40.67885012,VAN BRUNT ST
BEDFORD EXOTICS INC,11211,347-623-7763,-73.95815061,40.71742349,BEDFORD AVE
MIDDLE VILLAGE CARDS LLC,11379,7184584292,-73.8795248,40.72485028,ELIOT AVE
SPEEDWAY LLC,10456,7182394862,-73.90988046,40.83183771,WEBSTER AVE
AZAAL DELI CORP,11372,3472882489,-73.87195439,40.75366478,JUNCTION BLVD
"KLEYNBURG, ROMAN",11377,7182672862,-73.90096242,40.75393491,NORTHERN BLVD
SOHAM ENTERPRISE LLC,10303,7187616500,-74.14795786,40.62502085,FOREST AVE
VITAL PHARMACIES INC.,11355,7184607777,-73.81498266,40.75551967,45TH AVE
W AND W CONVENIENCE STORE INCORPOPRATED,10467,7184662000,-73.86729266,40.8670194,WHITE PLAINS RD
KING GOURMET DELI CORP.,11237,7188211122,-73.92677423,40.70360989,KNICKERBOCKER AVE
PLAZA MEAT MARKET CORP.,11207,7189191144,-73.90889824,40.6861898,COOPER ST
NEW TOWN MARKET INC.,11373,7183930099,-73.87311265,40.74247571,CORONA AVE
DUANE READE,10023,718-386-6692,-73.98215793,40.7709496,BROADWAY
MH & USA DELI CORP,11226,7185011810,-73.95820124,40.64819486,FLATBUSH AVE
1st & 96th MANAGEMENT INC,10128,6464280989,-73.94487522,40.78305581,1ST AVE
LA VINA FOOD CORP.,10468,718-543-6324,-73.90075968,40.86821679,W KINGSBRIDGE RD
N NEWS LLC,10007,9175825704,-74.009256,40.71325595,PARK PLACE
"ESPINAL, INES M",11385,7183819666,-73.91446957,40.70828123,ONDERDONK AVE
57 GRAND CAFE CORP.,10013,2124318148,-74.00351386,40.72225084,GRAND ST
ARCHER CONVENIENCE STORE L.P.,10462,7182390967,-73.86362418,40.83819296,WHITE PLAINS RD
VALENTINA GROCERY CORP,11232,7189722426,-74.00184872,40.64981912,6TH AVE
TWO GUYS DELI & GROCERY INC,11106,2127176600,-73.93316459,40.75819599,36TH AVE
BENNY & SONS GROCERY CORP.,11385,7188211250,-73.88092227,40.70194394,MYRTLE AVE
BILAL M INC.,11416,7183228877,-73.85351989,40.68211977,101ST AVE
"CASTILLO PERALTA, NELSON D",11692,6466449820,-73.80089784,40.59513785,BEACH 72ND ST
HUDSON RETAIL NEU-NEWS LAGUARDIA JV,11371,7184246500,,,MAIN TERMINAL
"VASU CONVENIENCE, INC.",11375,7182680564,-73.83204577,40.71497279,QUEENS BLVD
PENNSYLVANIA FAMILY DELI INC,11207,3477571959,-73.89491839,40.66821332,PENNSYLVANIA AVE
"160 CRESCENT DELI & GROCERY, CORP.",11208,718-277-4259,-73.87277757,40.68549953,CRESCENT ST
"MARIN, ANDRES",11421,7188052116,-73.86031996,40.69239093,JAMAICA AVE
"GENOVESE DRUG STORES, INC.",11223,212-929-6915,-73.97536641,40.59675146,AVENUE U
HERE & THERE GROCERY CORP,11214,718-449-1251,-73.99866031,40.60484301,86TH ST
TRONCOSO BROTHERS CORP.,11385,718-821-1951,-73.90311265,40.69751823,GEORGE ST
"GENOVESE DRUG STORES, INC.",11106,212-929-6915,-73.9256889,40.76160861,31ST ST
"AHSANUDDIN, MOHAMMED",10451,7187986987,-73.92592933,40.82781166,RIVER AVENUE &
FLATLAND GROCERY INC,11234,3479268089,-73.92388072,40.62865908,FLATLANDS AVE
"OSN DELI & GROCERY, CORP",10302,,-74.13460041,40.63051312,DECKER AVE
BOLLA OPERATING CORP.,10301,5165126125,-74.07611738,40.63647076,BAY ST
BOLLA OPERATING CORP.,10312,5165126125,-74.16938819,40.56099067,ARTHUR KILL RD
SIDE LINE GOURMET DELI INC,10457,718-618-0680,-73.90379232,40.84879785,E TREMONT AVE
"CAFE BRAVO, INC.",10001,646-457-0268,-73.99797162,40.75107627,9TH AVE
"AKHTER, ROZINA",11210,6314806100,-73.94696733,40.62720084,NOSTRAND AVE
