"","NAME","BORO","ZIP","TEL","TYPE","GRADE","LON","LAT","ADDRESS"
"3291","BOTTINO","MANHATTAN",10001,"2122066766","Italian","A",-74.003165,40.748505,"248 10 AVENUE, New York City"
"3292","CAFFE VIVALDI","MANHATTAN",10014,"2126917538","Dessert","A",-74.0029805,40.7317316,"32 JONES STREET, New York City"
"3293","RUSSIAN VODKA ROOM","MANHATTAN",10019,"2123075835","Other","A",-73.9846851,40.7634795,"265 WEST   52 STREET, New York City"
"3294","CITY TECH BOOKSTORE & CAFE","BROOKLYN",11201,"7188557339","Dessert","",-73.9883008,40.6956973,"259 ADAMS STREET, New York City"
"3295","DUNKIN' DONUTS","STATEN ISLAND",10309,"7189843717","Dessert","",-74.2318914,40.527266,"2945 VETERANS ROAD WEST, New York City"
"3296","LA FLOR DEL PARAISO FRANCY RESTAURANT #4","QUEENS",11421,"7186472111","American","A",-73.861355,40.692453,"8029 JAMAICA AVENUE, New York City"
"3297","CHIPOTLE MEXICAN GRILL","MANHATTAN",10017,"2126829868","Mexcian","A",-73.9742299,40.7521442,"150 EAST   44 STREET, New York City"
"3298","POLLOS A LA BRASA MARIO","QUEENS",11377,"7182059898","European","B",-73.9024073,40.744736,"6201 WOODSIDE AVENUE, New York City"
"3299","CENTRAL MARKET NEW YORK","MANHATTAN",10017,"2128085227","Italian","A",-73.9778419,40.7531431,"23 VANDERBILT AVENUE, New York City"
"3300","FUSHIMI JAPANESE CUISINE","STATEN ISLAND",10306,"7189805300","Asian","A",-74.1114451,40.5813032,"2110 RICHMOND RD, New York City"
"3301","BLACK GOLD","BROOKLYN",11231,"3472278227","Dessert","",-73.9981433,40.6773046,"461 COURT STREET, New York City"
"3302","BUREK'S PIZZA","QUEENS",11385,"7189714453","QuickMeal","A",-73.9007729,40.70223,"6855 FOREST AVENUE, New York City"
"3303","CRYSTAL MANOR","BROOKLYN",11210,"7188592141","American","",-73.9503572,40.6350081,"1460 FLATBUSH AVENUE, New York City"
"3304","BERGER'S ON THE GO","MANHATTAN",10016,"2127194173","QuickMeal","B",-73.9819344,40.7512565,"2 EAST 39 STREET, New York City"
"3305","NEW CROWN CHICKEN & BISCUIT","BROOKLYN",11207,"7185667469","Chinese","A",-73.8938243,40.6649745,"507 PENNSYLVANIA AVENUE, New York City"
"3306","ANNEX","BROOKLYN",11217,"7188584791","American","",-73.9746086,40.6865794,"753 FULTON ST, New York City"
"3307","KING WOK","QUEENS",11358,"7183522266","Chinese","",-73.7961716,40.7733722,"25-67 FRANCIS LEWIS BLVD, New York City"
"3308","LA SABROSURA","BRONX",10452,"7182937891","American","",-73.9165491,40.839972,"25 EAST  170 STREET, New York City"
"3309","ISLAND RAGE","QUEENS",11432,"7185415085","American","",-73.7825783,40.7129152,"18002 HILLSIDE AVE, New York City"
"3310","TJ'S TASTY CORNER","BROOKLYN",11226,"7184844783","Mexcian","A",-73.9560192,40.6467363,"2225 TILDEN AVENUE, New York City"
"3311","TAKE A BREAK & I'LL BAKE CAFE & CREPERIE","BROOKLYN",11231,"7188558110","Dessert","A",-73.9986832,40.6760769,"489 COURT ST, New York City"
"3312","JOSEPH'S RISTORANTE","MANHATTAN",10004,"2127471300","Italian","",-74.0096249,40.7049985,"3 HANOVER SQUARE, New York City"
"3313","GAEL PUB","MANHATTAN",10028,"2125174141","American","",-73.9552708,40.7765527,"1465 3 AVENUE, New York City"
"3314","BEAN POST PUB","BROOKLYN",11209,"7187459413","American","",-73.9728946,40.7644711,"7525 5 AVENUE, New York City"
"3315","DOMINO'S","BROOKLYN",11215,"7189723733","QuickMeal","",-73.9795485,40.7558818,"554 5 AVENUE, New York City"
"3316","GRAND EVERGREEN CHINESE FOOD","QUEENS",11420,"7186593948","Chinese","",-73.807135,40.674598,"13106 ROCKAWAY BOULEVARD, New York City"
"3317","KENNEDY FRIED CHICKEN AND PIZZA","BROOKLYN",11212,"7184841017","American","A",-73.926744,40.662109,"986 RUTLAND RD, New York City"
"3318","EMIR PALACE","BROOKLYN",11218,"7184310007","Asian","",-73.9755388,40.6318319,"4210 18TH AVE, New York City"
"3319","ADMIRALS CLUB (CONC C)","QUEENS",11430,"6314135972","American","C",-73.7781391,40.6413111,"0 JFK INTL AIRPORT, New York City"
"3320","LILY'S BAR @ ROGER SMITH HOTEL","MANHATTAN",10017,"2127551400","American","A",-73.9733909,40.7547086,"501 LEXINGTON AVENUE, New York City"
"3321","KING BAKERY","MANHATTAN",10002,"9172156855","QuickMeal","",-73.9937539,40.7139417,"90 EAST BROADWAY, New York City"
"3322","INJERA RESTAURANT","MANHATTAN",10014,"2122069330","Other","",-74.0051433,40.7370316,"11 ABINGDON SQ, New York City"
"3323","MELAO","QUEENS",11372,"7182651930","European","B",-73.886456,40.747602,"7905 ROOSEVELT AVENUE, New York City"
"3324","UNIONE RESTAURANT & BAR","MANHATTAN",10031,"2129260399","American","",-73.9480576,40.8291193,"3628 BROADWAY, New York City"
"3325","PICK A BAGEL","MANHATTAN",10075,"2127174668","QuickMeal","A",-73.9563709,40.7719433,"1475 2 AVENUE, New York City"
"3326","TRIX","BROOKLYN",11211,"3475990702","European","A",-73.9562748,40.7189167,"145 BEDFORD AVENUE, New York City"
"3327","TODD ENGLISH FOOD HALL","MANHATTAN",10019,"2129869260","Italian","A",-73.9743547,40.7646095,"768 5TH AVE, New York City"
"3328","BAO DING","QUEENS",11358,"7188880038","Chinese","",-73.8038426,40.7599758,"4205 162 STREET, New York City"
"3329","THE FITZ","MANHATTAN",10022,"2123550100","American","",-73.9691078,40.7604787,"687 LEXINGTON AVE, New York City"
"3330","NEW WAVE CAFE & RESTAURANT","MANHATTAN",10024,"2128737448","Dessert","",-73.9799287,40.7833573,"2210 BROADWAY, New York City"
"3331","BASSANOVA RAMEN","MANHATTAN",10013,"2123342100","Asian","B",-73.9978115,40.7164344,"76 MOTT ST, New York City"
"3332","YOLANDA RESTAURANT","BROOKLYN",11207,"7182771737","European","",-73.8929177,40.6801245,"188 JAMAICA AVE, New York City"
"3333","THE ISLANDS","BROOKLYN",11238,"7183983575","Mexcian","",-73.9624826,40.6723542,"803 WASHINGTON AVENUE, New York City"
"3334","EL DIAMANTE RESTAURANT","BRONX",10457,"7183673995","European","B",-73.9906003,40.7286208,"4371 3 AVENUE, New York City"
"3335","MON CHER MARKET","MANHATTAN",10013,"2129650007","American","C",-74.0045513,40.7166333,"339 BROADWAY, New York City"
"3336","JOLOFF","BROOKLYN",11216,"7182300523","Other","",-73.9543635,40.6841334,"1168 BEDFORD AVENUE, New York City"
"3337","MONSTER SUSHI","MANHATTAN",10011,"2126209131","Asian","A",-73.9950841,40.7435593,"158 WEST   23 STREET, New York City"
"3338","E.A.T. CAFE","MANHATTAN",10028,"2127720022","American","",-73.9616597,40.777369,"1064 MADISON AVENUE, New York City"
"3339","THE CAMPBELL APARTMENT - IN GRAND CENTRAL","MANHATTAN",10017,"2129530409","American","",-73.9774643,40.7526347,"15 VANDERBILT AVENUE, New York City"
"3340","VICTORY SWEET SHOP","QUEENS",11105,"7182742087","QuickMeal","A",-73.9053884,40.7730665,"2169 STEINWAY STREET, New York City"
"3341","THE RUM HOUSE","MANHATTAN",10036,"6464906924","American","A",-73.9863504,40.7596825,"228 WEST   47 STREET, New York City"
"3342","SUSHI FUSSION","QUEENS",11367,"9173005312","Asian","",-73.8222341,40.7269901,"71-32A MAIN STREET, New York City"
"3343","ROCKY SULLIVAN'S OF RED HOOK","BROOKLYN",11231,"7182468050","American","",-74.011798,40.6738715,"34 VAN DYKE ST, New York City"
"3344","THE CELI HOUSE","QUEENS",11378,"7184243178","American","",-73.8935788,40.7267637,"6956 GRAND AVENUE, New York City"
"3345","POLANCO RESTAURANT BBQ","MANHATTAN",10030,"2128621090","American","A",-73.9405196,40.8191934,"2421 ADAM CLAYTON POWELL JR B, New York City"
"3346","GARDEN OF EAT-IN","BROOKLYN",11230,"7182525289","Other","",-73.9617662,40.6249234,"1416 AVENUE J, New York City"
"3347","SAL'S PIZZA","BRONX",10467,"7188810940","QuickMeal","",-73.8798432,40.8752255,"3167 BAINBRIDGE AVENUE, New York City"
"3348","CREOLE PLATE","QUEENS",11422,"7183418566","Other","A",-73.7367665,40.6746256,"23306 MERRICK BLVD, New York City"
"3349","HIGH DIVE","BROOKLYN",11215,"7187880401","American","A",-73.9871972,40.7443415,"243 FIFTH AVENUE, New York City"
"3350","DEATH & CO","MANHATTAN",10009,"2123880882","American","",-73.9846206,40.7259632,"433 EAST    6 STREET, New York City"
"3351","KYO-YA","MANHATTAN",10009,"2129824140","Asian","A",-73.9853909,40.7266249,"94 EAST    7 STREET, New York City"
"3352","HOLY SCHNITZEL","BROOKLYN",11223,"7186274659","Other","",-73.9623719,40.5983669,"819 AVENUE U, New York City"
"3353","MASTER EXPRESS DELI & RESTAURANT","QUEENS",11368,"3476533915","QuickMeal","C",-73.841709,40.7578729,"12696 WILLETS POINT BOULEVARD, New York City"
"3354","CHATIME","QUEENS",11354,"7185396638","Dessert","",-73.8281585,40.7602848,"13655 ROOSEVELT AVENUE, New York City"
"3355","CHANG PAI","QUEENS",11432,"7182918222","Chinese","B",-73.7956437,40.7094985,"16612 HILLSIDE AVENUE, New York City"
"3356","DEAR IRVING","MANHATTAN",10003,"9176963611","American","",-73.9874304,40.7362291,"55 IRVING PL, New York City"
"3357","DAKE SUSHI","MANHATTAN",10001,"2122449100","Asian","A",-73.9930281,40.7481179,"348 7 AVENUE, New York City"
"3358","LOS ANGELES BAKERY","BROOKLYN",11206,"7187827023","QuickMeal","A",-73.9434856,40.7006843,"729 FLUSHING AVENUE, New York City"
"3359","DUNKIN' DONUTS","BRONX",10461,"7188638918","QuickMeal","",-73.8383084,40.836325,"1320 HUTCHINSON RIVER PARKWAY, New York City"
"3360","THE FIVE SPOT","BROOKLYN",11205,"7188520202","Other","A",-73.9670527,40.6934496,"459 MYRTLE AVENUE, New York City"
"3361","DUNKIN' DONUTS","BROOKLYN",11216,"7186367823","QuickMeal","A",-73.9489111,40.6805739,"1309 FULTON ST, New York City"
"3362","YAMADA JAPANESE RESTAURANT","BRONX",10465,"7184093528","Asian","B",-73.8201924,40.8248556,"3811 EAST TREMONT AVENUE, New York City"
"3363","CARVEL ICE CREAM","QUEENS",11385,"7183869300","Dessert","",-73.9064735,40.7127653,"5612 METROPOLITAN AVENUE, New York City"
"3364","LILLY O'BRIENS","MANHATTAN",10007,"6469302008","American","A",-74.0085033,40.7133698,"18 MURRAY ST, New York City"
"3365","KULU DESSERTS","QUEENS",11354,"7188863302","Dessert","A",-73.8329945,40.760606,"3706 PRINCE ST, New York City"
"3366","OPAI THAI","MANHATTAN",10025,"2128668989","Asian","B",-73.9710065,40.7936554,"722 AMSTERDAM AVENUE, New York City"
"3367","RIVERDALE DINER","BRONX",10463,"7188846050","American","",-73.9014153,40.8851536,"3657 KINGSBRIDGE AVENUE, New York City"
"3368","VINUS AND MARC","MANHATTAN",10128,"6466929105","American","B",-73.9480449,40.7833908,"1825 2ND AVE, New York City"
"3369","DUNKIN' DONUTS","MANHATTAN",10010,"2126773100","QuickMeal","A",-73.98494,40.7398869,"127 EAST   23 STREET, New York City"
"3370","GOLDEN FOUNTAIN RESTAURANT","BRONX",10466,"6465714615","Mexcian","B",-73.8424954,40.8891306,"3925 BAYCHESTER AVE, New York City"
"3371","ALE HOUSE CITY ISLAND","BRONX",10464,"7188851813","American","",-73.786046,40.84684,"288 CITY ISLAND AVENUE, New York City"
"3372","RESTAURANT PATRICK","MANHATTAN",10036,"2122829610","American","A",-73.9813189,40.7559391,"40 W 45TH STREET, New York City"
"3373","FLUSHING BANGGANE","QUEENS",11358,"7187622799","Asian","",-73.8004236,40.7600164,"16519 NORTHERN BLVD, New York City"
"3374","BELLA VIA","QUEENS",11101,"7183617510","Italian","",-73.9538377,40.7442736,"4746 VERNON BOULEVARD, New York City"
"3375","CHUCK E. CHEESE'S","STATEN ISLAND",10314,"7184941395","QuickMeal","",-74.1928099,40.6000765,"1775 SOUTH AVENUE, New York City"
"3376","SOBA-KOH","MANHATTAN",10003,"2122542244","Asian","",-73.9883071,40.7267288,"309 EAST    5 STREET, New York City"
"3377","MANHATTAN VALLEY","MANHATTAN",10025,"2122229222","Asian","A",-73.9697065,40.796989,"2636 BROADWAY, New York City"
"3378","TASTE OF GEORGIA","BROOKLYN",11229,"7183365556","European","",-73.9554072,40.6097673,"1637 EAST   18 STREET, New York City"
"3379","LA OAXAQUENA RESTAURANT","MANHATTAN",10032,"2122837752","Mexcian","A",-73.9414771,40.8331408,"1969 AMSTERDAM AVENUE, New York City"
"3380","ANTOJITOS DELI FOOD","BROOKLYN",11214,"7182341954","American","",-73.9997665,40.6051884,"1936 86 STREET, New York City"
"3381","TWIST IT TOP IT FROZEN YOGURT","QUEENS",11414,"7183238947","Dessert","A",-73.8404569,40.6601657,"15818 CROSSBAY BOULEVARD, New York City"
"3382","FOOTPRINTS CAFE","BROOKLYN",11224,"7182652530","Mexcian","A",-73.983248,40.5757425,"1521 SURF AVENUE, New York City"
"3383","MAMA RAO'S RESTAURANT & BAR","BROOKLYN",11219,"7186807193","Italian","",-74.005766,40.6291235,"6408 11 AVENUE, New York City"
"3384","LANTERN","BROOKLYN",11201,"7182372594","Asian","",-73.9954793,40.6952845,"101 MONTAGUE STREET, New York City"
"3385","KNIGHTS OF BARON DEKALB","BROOKLYN",11235,"7187436626","American","",-73.9382176,40.5834587,"3000 EMMONS AVENUE, New York City"
"3386","THE PATRIOT SALOON","MANHATTAN",10007,"2127481162","American","",-74.0082844,40.7148804,"110 CHAMBERS STREET, New York City"
"3387","HAMILTON DELI","MANHATTAN",10025,"2127498924","QuickMeal","",-73.9609312,40.8064211,"1129 AMSTERDAM AVENUE, New York City"
"3388","MAISON MAY","BROOKLYN",11205,"7187892778","European","",-73.9693234,40.6893147,"246 DEKALB AVENUE, New York City"
"3389","NEW TOKYO SUSHI","QUEENS",11366,"7185910333","Asian","A",-73.8048669,40.7209984,"16216 UNION TURNPIKE, New York City"
"3390","TRATTORIA TRE COLORI","MANHATTAN",10036,"2129974540","Italian","",-73.986785,40.7598779,"254 WEST   47 STREET, New York City"
"3391","OMAR'S MEDITERRANEAN CUISINE","MANHATTAN",10016,"2122130009","European","A",-73.9812198,40.7509706,"20 E 39TH ST, New York City"
"3392","TOBACCO ROAD","MANHATTAN",10036,"2129471188","American","",-73.9925778,40.7577336,"355 WEST   41 STREET, New York City"
"3393","BLUE SMOKE","MANHATTAN",10016,"2124477733","American","",-73.9838006,40.7421743,"116 EAST   27 STREET, New York City"
"3394","LOLITAS KITCHEN & BURGER HOUSE","MANHATTAN",10128,"2127225055","Mexcian","A",-73.9537408,40.7823165,"1364 LEXINGTON AVE, New York City"
"3395","JIA XIANG BAKERY","BROOKLYN",11220,"6462707272","Chinese","A",-73.9356831,40.8314596,"4401 8 AVENUE, New York City"
"3396","JADE GARDEN","QUEENS",11417,"7188430872","Chinese","",-73.8396021,40.6742194,"9627 LINDEN BLVD, New York City"
"3397","TRIBECA PARK CAFE","MANHATTAN",10013,"2122260665","QuickMeal","",-74.0054595,40.7198099,"1 WALKER STREET, New York City"
"3398","SUBWAY","QUEENS",11435,"7182911600","QuickMeal","A",-73.809355,40.7044599,"8814 SUTPHIN BOULEVARD, New York City"
"3399","FUNG TU","MANHATTAN",10002,"2122198785","Chinese","",-73.9914152,40.715315,"22 ORCHARD ST, New York City"
"3400","NO 1 CHINESE RESTAURANT","MANHATTAN",10004,"2129520890","Chinese","",-74.010645,40.7047273,"10 SOUTH WILLIAM STREET, New York City"
"3401","LITTLE OCHIE JAMAICAN CUISINE","MANHATTAN",10030,"2122346300","Mexcian","",-73.9395105,40.821488,"2492 7 AVENUE, New York City"
"3402","MCDONALD'S","BRONX",10468,"7189332183","QuickMeal","",-73.9028293,40.8625685,"36 WEST FORDHAM ROAD, New York City"
"3403","UPTOWN JUICE & VEG","MANHATTAN",10035,"2129872660","American","C",-73.9406062,40.8054752,"52 E 125TH ST, New York City"
"3404","COCORON","MANHATTAN",10002,"2129255220","Asian","",-73.9908628,40.719099,"61 DELANCY STREET, New York City"
"3405","DON POLLO","QUEENS",11416,"7186470007","Other","",-73.857328,40.684097,"8302 95TH AVE, New York City"
"3406","KRAVE CAFE  AND GRILL","QUEENS",11105,"7182047711","American","B",-73.9028741,40.7709356,"4501 DITMARS BOULEVARD, New York City"
"3407","BROOKLYN SOUL FOOD","BROOKLYN",11226,"7189752112","Other","",-73.9483482,40.6510004,"3105 CHURCH AVE, New York City"
"3408","MADMAN ESPRESSO","MANHATTAN",10003,"6467081111","Dessert","",-73.993927,40.7326106,"54 UNIVERSITY PL, New York City"
"3409","DUNKIN' DONUTS, BASKIN ROBBINS","QUEENS",11361,"7182247013","American","A",-73.771474,40.763946,"4008 BELL BOULEVARD, New York City"
"3410","CHINA TASTE","STATEN ISLAND",10305,"7189875269","Chinese","",-74.0935037,40.5847627,"1812 HYLAN BOULEVARD, New York City"
"3411","GREAT WALL RESTAURANT","BRONX",10472,"7188920256","Chinese","A",-73.8573363,40.8308543,"1179 PUGSLEY AVENUE, New York City"
"3412","ASIAN TASTE 86","QUEENS",11373,"7187798686","Asian","",-73.8786019,40.74176,"8610 WHITNEY AVENUE, New York City"
"3413","MANHATTAN MONSTER","MANHATTAN",10014,"2129243557","American","",-74.0023353,40.7333573,"80 GROVE STREET, New York City"
"3414","RADHUNI SWEETS & RESTAURANT","BROOKLYN",11218,"7189720072","Other","A",-73.9790939,40.6423903,"483 MCDONALD AVE, New York City"
"3415","MOON LIGHT  GRILL","QUEENS",11418,"7184873648","Asian","A",-73.8347252,40.6924016,"9181 111TH ST, New York City"
"3416","TIAN FU CUISINE","QUEENS",11354,"7183533040","Chinese","",-73.8290939,40.759362,"13620 ROOSEVELT AVENUE, New York City"
"3417","EL POTE ESPANOL","MANHATTAN",10016,"2128896680","American","",-73.9735762,40.74754,"718 2 AVENUE, New York City"
"3418","CHINESE FOOD RESTAURANT","QUEENS",11373,"7188039088","Chinese","",-73.8862885,40.738039,"7700 QUEENS BOULEVARD, New York City"
"3419","HUNAN CHEN'S KITCHEN","MANHATTAN",10025,"2122221118","Chinese","",-73.9610948,40.8013255,"1003 COLUMBUS AVE, New York City"
"3420","THE HOUSE OF BREWS","MANHATTAN",10036,"2122450551","American","A",-73.9900553,40.7608749,"363 WEST   46 STREET, New York City"
"3421","DUNKIN' DONUTS","BRONX",10461,"7188638918","QuickMeal","",-73.8383084,40.836325,"1320 HUTCHINSON RIVER PARKWAY, New York City"
"3422","LA BAGUETTE SHOP","BROOKLYN",11226,"7182824221","QuickMeal","A",-73.9522998,40.6506807,"2705 CHURCH AVENUE, New York City"
"3423","JADE ASIAN RESTAURANT","QUEENS",11354,"7187628821","Chinese","",-73.8291519,40.7603119,"13628 39 AVENUE, New York City"
"3424","MEI WEI RESTAURANT","BROOKLYN",11211,"7182186667","Chinese","C",-74.0056128,40.7150168,"297 BROADWAY, New York City"
"3425","RED MANGO","MANHATTAN",10017,"9177052627","Dessert","",-73.9689284,40.7537433,"906 2ND AVE, New York City"
"3426","PARTY WELL REST & ORIENTAL BAKERY","QUEENS",11355,"7188860800","Asian","",-73.8145147,40.7622106,"14932 41ST AVE, New York City"
"3427","UMBERTO'S CLAM HOUSE","MANHATTAN",10013,"2124317545","Italian","",-73.9976166,40.7184206,"132 MULBERRY STREET, New York City"
"3428","WENZHOU CUISINE","QUEENS",11356,"7186660805","Chinese","B",-73.8460288,40.7850217,"12117 14TH RD, New York City"
"3429","AMC THEATRES","BRONX",10475,"7183201659","American","B",-73.8250847,40.8669438,"2210 BARTOW AVENUE, New York City"
"3430","BAY TERRACE POOL & TENNIS CENTER","QUEENS",11360,"7184236111","American","",-73.778435,40.7806493,"21200 23 AVENUE, New York City"
"3431","BARTOW PIZZA","BRONX",10475,"7186717898","QuickMeal","A",-73.8293477,40.8700986,"2045 BARTOW AVE, New York City"
"3432","CREOLE FUSION","QUEENS",11429,"7184642900","Mexcian","B",-73.740047,40.705644,"11144 SPRINGFIELD BLVD, New York City"
"3433","ROLL N GO PIZZA & WOK TO WALK","MANHATTAN",10018,"2123984646","Italian","",-73.9913037,40.7547002,"570 8 AVENUE, New York City"
"3434","MELODY RESTAURANT","QUEENS",11367,"7183804400","Other","",-73.8115356,40.7277817,"15709 72 AVENUE, New York City"
"3435","JULIANA'S PIZZA","BROOKLYN",11201,"2039661083","Italian","",-73.993413,40.7027764,"19 OLD FULTON STREET, New York City"
"3436","RANDALL RESTAURANT","BRONX",10474,"7183280343","European","",-73.8844162,40.8121887,"1328 RANDALL AVENUE, New York City"
"3437","PHILIPPE NYC I","MANHATTAN",10022,"2128715603","American","A",-73.9702803,40.7641425,"33 E 60TH ST, New York City"
"3438","FENG MAO BBQ","QUEENS",11354,"7188880997","Asian","A",-73.8269283,40.7601306,"13688 ROOSEVELT AVENUE, New York City"
"3439","EL MEZCAL BAR & GRILL","QUEENS",11435,"7186400964","Mexcian","",-73.8119528,40.7025449,"13931 JAMAICA AVE, New York City"
"3440","DEB'S","MANHATTAN",10014,"2126754550","American","",-74.0047202,40.7282099,"200 VARICK STREET, New York City"
"3441","Termtem Thai to go","QUEENS",11377,"7187069798","Asian","B",-73.9188584,40.741436,"4553 46TH ST, New York City"
"3442","QUAINT","QUEENS",11104,"9177799220","American","",-73.9176179,40.7462597,"4610 SKILLMAN AVENUE, New York City"
"3443","GOLDEN BOWL RESTAURANT","MANHATTAN",10002,"9178067488","Chinese","",-73.9950932,40.7141237,"51 DIVISION ST, New York City"
"3444","FARMERS PIZZERIA","QUEENS",11412,"7184641500","QuickMeal","A",-73.7648176,40.7011933,"11136 FARMERS BOULEVARD, New York City"
"3445","WENDY'S","STATEN ISLAND",10309,"7189673911","QuickMeal","A",-74.2167777,40.5211829,"6420 AMBOY ROAD, New York City"
"3446","CROWN FRIED CHICKEN","QUEENS",11432,"3475925020","American","",-73.802539,40.706783,"8792 PARSONS BLVD, New York City"
"3447","SUBWAY","BROOKLYN",11234,"7186771060","QuickMeal","A",-73.9211522,40.6102455,"5114 KINGS PLAZA, New York City"
"3448","LITTLE CAESARS","QUEENS",11435,"7182973450","QuickMeal","",-73.8087037,40.7019963,"14605 JAMAICA AVENUE, New York City"
"3449","WENDY'S","BROOKLYN",11225,"7182875005","QuickMeal","",-73.9617267,40.6629206,"469 FLATBUSH AVENUE, New York City"
"3450","ARZU RESTAURANT","QUEENS",11375,"7188303335","Other","A",-73.851746,40.726748,"10105 QUEENS BOULEVARD, New York City"
"3451","LAKE STREET BAR","BROOKLYN",11222,"7186090005","American","",-73.9537213,40.8092891,"706 MANHATTAN AVE, New York City"
"3452","LA COLOMBE","MANHATTAN",10012,"6466907334","Dessert","",-74.0012273,40.7257806,"154 PRINCE ST, New York City"
"3453","OASIS RESTAURANT","QUEENS",11104,"7187866012","American","",-73.9241866,40.743399,"4002 QUEENS BLVD, New York City"
"3454","TONIC EAST","MANHATTAN",10016,"2126837090","American","",-73.9801819,40.7423577,"411 3 AVENUE, New York City"
"3455","P.D. O'HURLEY'S","MANHATTAN",10036,"2126436233","American","",-74.0006296,40.7630954,"557 12 AVENUE, New York City"
"3456","FRESH SUPER TACO PLUS INC","BROOKLYN",11201,"7182229351","Mexcian","A",-73.9867303,40.6923267,"51-55 WILLOUGHBY STREET, New York City"
"3457","MESA AZTECA","BROOKLYN",11237,"3473782838","Mexcian","B",-73.9201247,40.7051223,"91 WYCKOFF AVENUE, New York City"
"3458","TEA SHOP 168 & BAKERY","QUEENS",11355,"7184600689","Chinese","",-73.8259178,40.7433073,"5920 MAIN STREET, New York City"
"3459","DANIEL'S BAGEL","MANHATTAN",10016,"2129729733","QuickMeal","",-73.9762071,40.7478404,"569 THIRD AVENUE, New York City"
"3460","TIAN FA","BROOKLYN",11210,"7188591726","Chinese","A",-73.937483,40.6347636,"4023 GLENWOOD RD, New York City"
"3461","VIN SUR VINGT","MANHATTAN",10001,"2129244442","European","",-73.9886687,40.7439358,"1140 BROADWAY, New York City"
"3462","DOUBLETREE GREENHOUSE 36","MANHATTAN",10018,"2125428990","Other","A",-73.994119,40.7543497,"341 WEST   36 STREET, New York City"
"3463","PEGU CLUB","MANHATTAN",10012,"2124737348","American","A",-73.999694,40.726712,"77 WEST HOUSTON STREET, New York City"
"3464","WESTVILLE","MANHATTAN",10011,"2129242201","American","A",-74.0000351,40.741807,"246 WEST   18 STREET, New York City"
"3465","TWIN DONUT PLUS","BRONX",10467,"9147797100","QuickMeal","A",-73.8835767,40.8807143,"3396 JEROME AVE, New York City"
"3466","ESPLANADE STATEN ISLAND","STATEN ISLAND",10314,"7186985000","American","",-74.1576309,40.6134932,"1415 RICHMOND AVENUE, New York City"
"3467","SPICE HUT INDIAN RESTAURANT","MANHATTAN",10029,"6464765853","Asian","Z",-73.9395769,40.7941206,"2172 2ND AVE, New York City"
"3468","DON ALEX RESTAURANT","QUEENS",11372,"7184240233","Other","",-73.8820709,40.7499884,"8410 37 AVENUE, New York City"
"3469","LATIN BAKERY","QUEENS",11355,"7189618900","American","",-73.8286956,40.7572907,"4141 MAIN STREET, New York City"
"3470","TSION CAFE & BAKERY","MANHATTAN",10031,"2122342070","Other","",-73.9435097,40.8263386,"763 SAINT NICHOLAS AVE, New York City"
"3471","HOP LEE RESTARANT","MANHATTAN",10013,"2129626475","Chinese","",-73.9984927,40.7142315,"16 MOTT STREET, New York City"
"3472","KONDITORI","BROOKLYN",11201,"6466960257","Dessert","A",-73.9899244,40.6878564,"114 SMITH ST, New York City"
"3473","ALI BABA'S TERRACE","MANHATTAN",10017,"2128888622","Other","A",-73.9700115,40.7523489,"862 2 AVENUE, New York City"
"3474","ARTOPOLIS CAFE","MANHATTAN",10025,"2126663744","European","A",-73.9625097,40.8053926,"1090 AMSTERDAM AVENUE, New York City"
"3475","GENES @ BARNEYS","MANHATTAN",10065,"2124508606","American","A",-73.9711284,40.7647181,"660 MADISON AVENUE, New York City"
"3476","NUMERO 28","MANHATTAN",10021,"2127728200","Italian","A",-73.955184,40.769396,"1431 1 AVENUE, New York City"
"3477","MINCA RAMEN FACTORY","MANHATTAN",10009,"2125058001","Asian","",-73.982949,40.723998,"536 EAST    5 STREET, New York City"
"3478","CEO","QUEENS",11354,"7188880515","Asian","A",-73.8105472,40.7648597,"15405 NORTHERN BLVD, New York City"
"3479","PEPPERJACK GRILL","STATEN ISLAND",10314,"7188166366","American","A",-74.1208908,40.6057888,"310316 MANOR ROAD, New York City"
"3480","IGGY'S","MANHATTAN",10021,"2123273043","American","A",-73.9563351,40.7711116,"1452 2 AVENUE, New York City"
"3481","MOMENTO RESTAURANT","QUEENS",11101,"7187868297","European","B",-73.9397476,40.7509949,"2513 QUEENS PLAZA NORTH, New York City"
"3482","NATHAN'S FAMOUS","BROOKLYN",11224,"7183332202","QuickMeal","",-73.9814747,40.5752945,"1310 SURF AVENUE, New York City"
"3483","SHANGHAI CHINESE RESTAURANT","MANHATTAN",10021,"2122888066","Chinese","",-73.9584041,40.7683119,"1388 2 AVENUE, New York City"
"3484","NO 1 LUCK SUNG RESTAURANT","BRONX",10458,"7189334420","Chinese","A",-73.8846284,40.8540501,"694 EAST  187 STREET, New York City"
"3485","SOHO CAFE & GRILL","BROOKLYN",11218,"7184368800","American","",-73.9778604,40.6436501,"215 CHURCH AVENUE, New York City"
"3486","DISFRUTA","MANHATTAN",10034,"9172612862","Dessert","",-73.9194034,40.8646052,"510 WEST  207 STREET, New York City"
"3487","MAMAJUANA CAFE","MANHATTAN",10034,"2123040140","American","A",-73.9280339,40.8665242,"247 DYCKMAN STREET, New York City"
