NAME,GRADE,ADDRESS,ZIPCODE,RATING,PRICE,LAT,LON,CUISINE,TAG,TEL
INES' BAKERY,A,4 AVENUE,11232,3.5,$,40.65465,-74.00453,QuickMeal,service chicken night table menu favorite,17187880594
GABY'S PIZZA,,HILLSIDE AVENUE,11423,3.5,$,40.720562,-73.7609024,Pizza,chicken service nice night pizza menu,17187409716
CROSS BRONX PIZZERIA,A,CASTLE HILL AVE,10472,4,$,40.830034,73.850772,Pizza,service chicken nice slice favorite night,17188928459
LA RIOJA RESTAURANT,,BROADWAY,11106,4,$$,40.76114648,-73.92349632,European,service chicken nice night favorite pretty,17189320101
MY COOKING PARTY,A,W 26TH ST,10010,4.5,,40.744388,-73.98986,American,service night chicken favorite nice wait,12126862433
MCDONALD'S,A,NEPTUNE AVENUE,11224,1.5,$,40.57957445,-73.9750772,QuickMeal,chicken service car nice table menu,17189468319
THE WEST SHORE INN RESTAURANT,A,VICTORY BOULEVARD,10314,4,$$,40.59420698,-74.18662362,American,chicken service night nice table menu,17186989722
EVE ULTRA LOUNGE,B,ARTHUR KILL ROAD,10309,3.5,,40.5554119,-74.2140299,American,service nice chicken night quick favorite,17186051000
INDUSTRY 1332,A,HALSEY ST,11237,4,$$,40.694676,-73.906246,Latin,service chicken nice night menu pretty,17184848338
ISTANBUL CAFE OF WHITE PLAINS,A,WHITE PLAINS ROAD,10462,4,$$,40.84773,-73.86734,Coffee,service nice night chicken favorite friendly,13472819600
NORTH SHORE PIZZERIA & RESTAURANT,A,FOREST AVENUE,10302,3,$,40.62530477,-74.1350019,Pizza,chicken service night nice recommend favorite,17184471600
DA CAPO,A,MADISON AVE,10029,4.5,$$,40.78776967,-73.95383846,Coffee,service chicken nice night favorite menu,16467070684
SUSHI X,A,NORTHERN BOULEVARD,11101,3.5,$$,40.7537996,-73.91522907,Asian,service chicken nice eat night favorite,17187289600
SAMURAI SUSHI,A,86 STREET,11214,4,$$,40.608551,-74.004348,Asian,service chicken nice night favorite eat,17183317100
ROTI ON THE RUN,B,NORWOOD AVENUE,11208,3.5,$,40.681537,-73.878936,Latin,chicken service nice night favorite delicious,17182354414
CHEUNG HING KITCHEN,A,MERRICK BOULEVARD,11434,3,$,40.69002076,-73.77811354,Chinese,chicken service recommend nice night delicious,17182973597
VLIFE,A,7TH AVE,10001,4,$$,40.74811168,-73.99291766,Other,chicken service night nice favorite pretty,12127601900
CHELSEA BAGEL,A,2ND AVE,10017,3.5,$,40.750053,-73.971672,QuickMeal,service chicken night nice bagel favorite,12123687777
RAINBOW CHINESE RESTAURANT,A,43 AVENUE,11377,3.5,$,40.7444599,-73.9128099,Chinese,service nice chicken night neighborhood favorite,17185650888
THAI @ LEX,A,LEXINGTON AVE,10028,3.5,$$,40.77803803,-73.95682196,Asian,service chicken nice recommend table menu,12122886060
THE WEI,A,DEKALB AVE,11201,4,$$,40.68983,-73.98171,Chinese,chicken service nice night quick eat,17182608888
MISTER HOTPOT,A,8 AVENUE,11220,4,$$,40.6394,-74.005859,Chinese,chicken service favorite nice table menu,17186335197
KING DAVID/MIKIHANA SUSHI,A,QUEENS BOULEVARD,11375,4,$$,40.7261093,-73.8524661,Other,service nice chicken table favorite delicious,17188967686
LUDWIG'S AT THE YACHT CLUB,,BEACH 126TH ST,11694,5,,40.5814119,-73.8485088,American,delicious nice wait catering eat amazing,17186344939
"DUNKIN' DONUTS, BASKIN ROBBINS",A,BROADWAY,11373,2,$,40.7431983,-73.8831045,American,chicken service table wasnt favorite menu,17183961765
CASCADE CAFE,A,8 AVENUE,10019,3.5,$,40.76429,-73.98439,Coffee,chicken service nice favorite night wait,12129699901
NEW YORK CHICKEN & GRILL,A,DYRE AVE,10466,3.5,$,40.8883714,-73.83122296,American,nice chicken extra menu friend night,13479134288
JUBILEE,A,1ST AVE,0,4,$$$,40.75523,-73.965164,European,service chicken nice night favorite friend,12128883569
HUI'S GARDEN,B,COLLEGE POINT BLVD,11355,4,$,40.7559672,-73.8337418,Chinese,chicken service nice favorite bit quick,17188881550
CAFE BEYOND,A,6 AVENUE,10011,3,$$,40.739761,-73.993904,American,chicken service night table nice menu,12126209752
CAFE KISKEYA,A,UNION TPKE,11040,3,$$,40.751951,-73.7027778,European,service chicken nice wait night recommend,17183431170
MAITE,A,CENTRAL AVE,11221,4,$$,40.69924,-73.926797,European,chicken service nice night favorite delicious,17183663090
FLORIDITA RESTAURANT UPTOWN,A,BROADWAY,10033,3.5,$,40.84711717,-73.93783271,Latin,chicken service nice recommend eat favorite,12129280653
PRIME PIZZA KITCHEN,A,HYLAN BLVD,10305,4,$,40.58532494,-74.09265206,Pizza,chicken service nice night table favorite,17183515000
KONDITORI,A,MANHATTAN AVE,11222,3.5,$,40.72507,-73.95174,Coffee,chicken service night favorite nice table,13472234837
Townhouse 275,A,94 STREET,11209,4.5,$$,40.6182556,-74.033989,Latin,chicken night nice service drinks favorite,13475604001
PERGOLA 36,B,W 28TH ST,10001,3.5,$$,40.745513,-73.989513,European,service chicken nice night quick recommend,12126794842
THE BREWERY,A,30TH AVE,11377,4.5,$$,40.760256,-73.907328,European,service chicken night nice favorite quick,17187778007
AMY'S BREAD,A,HENRY ST,11201,4,,40.69105,-73.99596,American,service chicken night favorite table neighborhood,19292763108
BEST-BITES RESTAURANT & BAKERY,A,CHURCH AVENUE,11203,2.5,$,40.651816,-73.934151,QuickMeal,service chicken nice recommend night table,17184623842
EL RINCONCITO DE NAGUA,A,JAMAICA AVENUE,11421,3,$,40.69147491,-73.86480713,Latin,service chicken nice quick night bad,17182960026
CAFE K-2,A,37 ROAD,11372,3.5,$,40.74732,-73.8918,Other,chicken service night favorite nice pretty,17185652133
AZIZA'S CAFE & LOUNGE,,1 AVENUE,10003,4,$$,40.724642,-73.987957,Coffee,service night nice chicken favorite pretty,12127773778
BAGEL BOSS OF QUEENS,,MAIN ST,11367,4.5,,40.7300618,-73.8237525,Other,chicken night service bagel favorite quick,17187362677
NAM SON RESTAURANT,A,GRAND STREET,10002,3.5,$,40.71818,-73.994333,Asian,service chicken nice favorite night eat,12129666507
LUCKY DELI,A,EAST   37 STREET,10016,3,$,40.74988,-73.98235,Other,service chicken night nice favorite pretty,12122131370
P. J. LEAHY'S BAR & GRILL,A,VERNON BOULEVARD,11101,3.5,$$,40.742645,-73.954452,American,service chicken night nice favorite bar,17184725131
BEST GARDEN CHINESE RESTAURANT,A,DOUGLASTON PKWY,11363,3.5,$,40.7657794,-73.74481793,Chinese,chicken service nice favorite night table,17186311888
GEN RESTAURANT,A,WASHINGTON AVENUE,11238,4,$$,40.677639,-73.963485,Asian,chicken service nice night favorite menu,17183983550
DALLAS BBQ,A,SECOND AVENUE,10003,3,$$,40.728651,-73.987427,Other,chicken service nice night table favorite,12127775574
STARBUCKS COFFEE,A,LEXINGTON AVENUE,10022,3,$,40.75766749,-73.970897,Coffee,chicken service night favorite nice table,12127541864
XING SHUN DA RESTAURANT,A,KISSENA BLVD,11355,4,$$,40.75336643,-73.82224493,Chinese,chicken service nice neighborhood pretty friend,17183211262
COFFEE TIME,A,SAINT NICHOLAS AVE,10032,3,$,40.83664038,-73.94025726,QuickMeal,night chicken service wait favorite nice,16466926538
NO 1 LUCK SUNG RESTAURANT,Z,EAST  187 STREET,10458,3.5,$,40.85408,-73.88463,Chinese,chicken nice bad friendly rice delicious,17189334420
THE LITTLE BEET / MELT SHOP,A,W 50TH ST,10020,3.5,$$,40.7610287,-73.982579,American,chicken service favorite nice table menu,12124592338
CAFE BOULUD/BAR PLEIADES,A,EAST   76 STREET,10021,4,$$$,40.77446261,-73.96391486,European,service night chicken nice bar favorite,12127722600
OKAWA,A,37TH AVE,11372,3.5,$$,40.7494447,-73.8884602,Asian,chicken service nice night menu quick,17186721818
200 FIFTH AVENUE RESTAURANT & SPORTS BAR,,5 AVENUE,11217,3,$$,40.67677689,-73.98048401,American,chicken service table night favorite nice,17186382925
BLOCKHEADS,A,WEST   50 STREET,10019,3.5,$$,40.76271553,-73.98763161,Latin,chicken service nice night favorite wait,12123077029
ZABROSURA RESTAURANT,,CLOVE RD,10305,4.5,$$,40.6032401,-74.0834004,Latin,service chicken nice night recommend delicious,17184428700
EL AMBIENTE,,FULTON ST,11207,2,,40.67874,-73.8877,European,service chicken table nice night recommend,13476272542
KURENT EVENTS,A,THROOP AVE,11206,5,,40.72653991,-73.89864559,American,counter doe eat friend nice night,13479150439
TURTLE COVE GOLF CENTER,B,CITY ISLAND RD,10464,4,,40.86321206,-73.80770353,American,chicken nice night service table favorite,17188851129
NEARY'S PUB,A,EAST   57 STREET,10022,4,$$,40.75827,-73.9635,American,service chicken favorite night nice wait,12127511434
WILLIAMSBURG PIZZA,A,UNION AVENUE,11211,3,$,40.7078768,-73.9507711,Pizza,service chicken nice pizza pretty favorite,17188558729
INDIAN SPICE,A,7TH AVE,11215,4,$$,40.66603031,-73.9819403,Asian,chicken service nice night favorite table,17187687777
MOMS KITCHEN,,W 125TH ST,10027,3.5,$$,40.80723572,-73.94493866,Other,chicken service night menu delicious nice,12128281230
SAXON & PAROLE,A,BOWERY,10012,4,$$$,40.72521,-73.99247,American,chicken service night nice favorite menu,12122540350
ANAGO SUSHI/ROYAL SIAM THAI,,8 AVENUE,10011,3.5,$$,40.744712,-73.998573,Asian,service chicken nice recommend night wasnt,12127411732
KABAYAN FILIPINO RESTAURANT,Z,ROOSEVELT AVE,11377,3.5,$,40.7461399,-73.8957099,Asian,chicken service night menu nice favorite,17182054010
CONNECTICUT MUFFIN,A,MYRTLE AVENUE,11205,3,$,40.6932443,-73.9686472,Coffee,chicken service favorite nice night menu,17189350087
BRUNSWICK,A,PROSPECT PARK W,11215,3.5,$$,40.6593596,-73.9812687,Coffee,chicken service night nice favorite pretty,17187881237
ROLLY KIMBAB,A,SPRINGFIELD BLVD,11364,3,$,40.74853614,-73.75625861,Asian,chicken service nice night favorite table,13474084172
ROXY DINER,B,8TH AVE,10036,2,$$,40.758268,-73.988609,American,service nice chicken night favorite recommend,12125759700
YEE LI RESTAURANT,A,ELIZABETH STREET,10013,4,$$,40.71550369,-73.9976956,Chinese,service chicken neighborhood night eat table,12122193686
PIETROS,A,EAST 43RD STREET,10017,4,$$$,40.7506055,-73.9721964,European,chicken service nice night favorite menu,12126829760
FIDDLESTICKS,A,GREENWICH AVENUE,0,3,$$,40.73590149,-74.0007526,American,service night chicken nice favorite quick,12124630516
SANGRIA TAPAS BAR & RESTAURANT,A,SUTPHIN BOULEVARD,11435,3.5,$$,40.6974071,-73.8056635,European,chicken service nice night favorite quick,17182917488
GUYERS,B,COLUMBUS AVE,10023,3.5,$$,40.7784759,-73.9782814,American,service chicken night nice favorite quick,12128778090
RACINES,A,CHAMBERS ST,10007,3.5,$$$,40.71463,-74.00752,European,service chicken night nice favorite table,12122273400
MIRAJ HEALTHY GRILL,,E 34TH ST,10016,4.5,$$,40.7464441,-73.9802022,European,chicken nice service night recommend favorite,12126962818
VARIETY BAKERY,A,NORTHERN BOULEVARD,11372,4,$,40.7552207,-73.8869695,QuickMeal,service chicken nice night friendly love,17184463625
energy fuel,A,FULTON STREET,11238,3,$$,40.6827695,-73.9639494,American,chicken service nice table favorite menu,13478449111
LA CONTENTA,A,NORFOLK ST,10002,4.5,$$,40.71873,-73.98691,Latin,chicken service nice night menu table,12124324180
LAO JIE HOT POT,,53RD ST,11220,4.5,$$,40.63897093,-74.00468469,Chinese,chicken service nice night favorite table,17184310026
MITOUSHI JAPANESE SUSHI,A,QUENTIN ROAD,11229,3.5,$$,40.608332,-73.960424,Asian,chicken service nice favorite night recommend,17189989882
PICK-A-BAGEL/DUMPLING ROOM,A,WEST END AVENUE,10023,1,,40.77521,-73.98247,American,hot pick im nice recommend serve,12123624165
PANDA KING KITCHEN,A,41ST AVE,11355,3,$,40.76230639,-73.81545342,Chinese,chicken service nice menu friend eat,17183219292
NEW CITY ONE,A,FREDERICK DOUGLASS BLVD,10030,3,$$,40.82255578,-73.9419603,Chinese,chicken service favorite table eat nice,12123688818
EL COFRE RESTAURANT,A,MYRTLE AVENUE,11205,3.5,$,40.6930809,-73.96730042,Latin,chicken service nice favorite menu night,17189351153
GYU-KAKU,A,WEST   44 STREET,10036,4,$$,40.75908,-73.98989,Asian,chicken service nice favorite night table,16466929115
DUBLIN HOUSE,A,WEST   79 STREET,10024,3.5,$$,40.78384,-73.979232,European,night chicken service nice pretty table,12128749528
CROWN FRIED CHICKEN,A,RALPH AVE,11221,2.5,$,40.68666,-73.92321,QuickMeal,service chicken nice eat bit favorite,13477871967
KOI,A,WEST   40 STREET,10018,3.5,$$$,40.752987,-73.983824,Asian,chicken service nice night friend quick,12129213330
DOMINO'S,A,3RD AVE,10016,2,$$,40.7443016,-73.9793548,Pizza,chicken service nice table im neighborhood,12125450200
ISLAND GRILL,A,GLENWOOD ROAD,11234,3,$$,40.63563,-73.9236899,Latin,chicken night nice service menu bar,17185316281
ROSA MEXICANO TRIBECA,A,MURRAY ST,10007,3,$$,40.71411135,-74.00926195,Latin,chicken service nice night table quick,12128492885
PHIL'S PIZZA WEST VILLAGE,A,VARICK STREET,10014,4,$,40.72914,-74.005,Pizza,chicken service night favorite nice pretty,12122438629
DUNKIN' DONUTS,A,W 39TH ST,10018,3,,40.7523404,-73.98449041,QuickMeal,favorite nice times chicken coffee cup,16465908351
LENOX SAPHIRE,B,LENOX AVENUE,10027,3.5,$$,40.80927812,-73.9447099,Other,chicken service nice table night menu,12128669700
SAFFRON GARDEN,A,SKILLMAN AVE,11104,3.5,$$,40.74645307,-73.9175874,Asian,chicken service nice table favorite night,17184334449
MITCHELL'S KITCHEN,A,PATCHEN AVE,11233,3.5,$,40.68227416,-73.92592102,Latin,chicken service nice night recommend neighborhood,13473651243
GRIMALDI'S,B,61 AVENUE,11362,3.5,$$,40.75438437,-73.73968116,Pizza,chicken service night nice pretty recommend,17188192133
INDIAN CURRY HEIGHTS,Z,RALPH AVE,11221,3.5,$$,40.6858099,-73.92315,Asian,chicken service nice recommend delicious favorite,17189287707
LONG HING KITCHEN,A,LIBERTY AVE,11417,3.5,$,40.682126,-73.836169,Chinese,chicken service favorite quick nice recommend,17186413101
NEW MEXICO PLACE II,A,SENECA AVE,11385,4,$,40.70170294,-73.90607167,Latin,service chicken delicious nice menu night,13479873581
PEARL,A,CORNELIA STREET,10014,4,$$$,40.7314099,-74.00197,Other,chicken service nice night favorite friend,12126918211
EL TORO TAQUERIA,A,FORT GREENE PL,11217,3,$,40.6873547,-73.976476,Latin,chicken service nice night recommend favorite,17188583400
M & K SPANISH RESTAURANT BAR,A,RICHMOND RD,10306,4,$$,40.5880643,-74.1030536,European,chicken service nice recommend wait menu,13478253332
TAQUERIA EL BUEN GUSTO,A,NEPTUNE AVENUE,11235,4,,40.58124964,-73.96339477,Latin,chicken service im nice table menu,17187690307
PAPATZUL,,GRAND STREET,10013,3.5,$$,40.722148,-74.003677,Latin,service chicken nice night menu favorite,12122748225
SERAFINA GRILL,A,EAST 61 ST STREET,10065,3,$$,40.764789,-73.969779,European,chicken service nice night favorite pretty,12127029898
TAKUMEN,A,50TH AVE,11101,4,$$,40.74259,-73.9546699,Asian,chicken service nice night menu wait,17183617973
BETTY'S CATERING,A,CORONA AVENUE,11373,3.5,,40.74253,-73.86886,American,chicken service nice night table favorite,17186997302
MAGGIE MAE'S,,QUEENS BLVD,11104,4.5,$$,40.7438348,-73.9230293,Drink&Sweets,night chicken service bar nice eat,17184333067
DAY 5,A,CONEY ISLAND AVENUE,11230,4.5,$$,40.6153908,-73.963562,Other,chicken service table nice menu neighborhood,17185136662
THE GREY DOG,A,CARMINE ST,10014,4,$$,40.7302,-74.00326,American,service chicken nice night favorite menu,12124620041
YUMMY YUMMY EXPRESS,A,65 PLACE,11378,3.5,$,40.7318717,-73.8999307,Chinese,chicken service nice night im menu,17188987128
OAK & IRON,A,FRANKLIN STREET,11222,4,$$,40.731459,-73.958108,European,service night favorite chicken nice eat,17183492252
GARDEN OF EAT-IN,A,AVENUE J,11230,4,$$,40.62522066,-73.96160888,Other,service chicken nice night favorite menu,17182525289
ANELLA,A,FRANKLIN STREET,11222,4,$$,40.73327,-73.95786,European,chicken service nice night menu favorite,17183898100
EL MOLCAJETE RESTAURANT.,A,WESTCHESTER AVE,10472,4,$$,40.8283148,-73.8796477,European,chicken service nice night favorite delicious,19176881433
TRINI DELITE,A,LIBERTY AVE,11419,3,$,40.68418,-73.83186,Latin,chicken service nice favorite table wait,17183221203
OLEA,A,LAFAYETTE AVENUE,11238,4,$$,40.6877844,-73.9706046,European,service chicken nice night favorite pretty,17186437003
MR. LO KITCHEN,A,UNION TURNPIKE,11040,3.5,$,40.7520857,-73.7027847,Chinese,night service nice friend chicken pretty,17183439888
XING LUNG CHINESE RESTAURANT,A,HOWARD AVENUE,11233,3,$,40.68322,-73.91987,Chinese,night service wait chicken nice recommend,17184432272
DRAM SHOP,A,9 STREET,11215,4,$$,40.668823,-73.985152,American,chicken service night nice menu favorite,17187881444
NUMERO 28 PIZZERIA,B,AMSTERDAM AVENUE,0,3.5,$$,40.79175,-73.97228,Pizza,chicken service nice night table pizza,12127067282
GLOW THAI RESTAURANT,,3 AVENUE,11209,3.5,$$,40.63394,-74.02661,Asian,chicken service nice night recommend pretty,17187481920
CAPRI II PIZZA,,DREISER LOOP,10475,2.5,$,40.87643325,-73.8299402,Pizza,chicken service nice night favorite eat,17186713822
WILLIAMSBURG PIZZA,A,BROOME ST,10002,4,$,40.71822,-73.99123,Pizza,chicken service night favorite nice pretty,12122264455
AUSTINS ALE HOUSE,A,AUSTIN STREET,11415,3.5,$$,40.709375,-73.830072,American,chicken service nice night recommend favorite,17188493939
EARLY,A,MANHATTAN AVE,11222,4.5,$,40.732151,-73.9548187,Coffee,service chicken night nice menu favorite,17183836963
APPLEBEE'S,A,BARTOW AVENUE,10475,1.5,$$,40.86612963,-73.826447,American,chicken nice service table quick favorite,17183204227
IKINARI STEAK,A,7TH AVE,10011,3.5,$$,40.74187,-73.9975,Other,chicken service nice menu table night,19174095857
LE MIRAGE CAFE,,WEST   43 STREET,10036,3,$$,40.75457,-73.98164,American,service chicken night nice favorite quick,12123541234
BELLA PIZZA,A,W FORDHAM RD,10468,4.5,$,40.86291,-73.90197,Pizza,chicken service night nice menu pretty,17188727206
DIAMOND FOREST YAN'S CHINESE KITCHEN,A,FOREST AVENUE,10301,2.5,$,40.63085,-74.1011599,Chinese,chicken service nice favorite night menu,17187206669
NORTHERN FRIED CHICKEN & BURGERS,B,NORTHERN BLVD,11368,3.5,$,40.757397,-73.864443,Pizza,chicken service nice delicious recommend eat,17183975720
BURGER TIME,,MORRIS PARK AVE,10461,3.5,$$,40.84906006,-73.85341644,QuickMeal,service chicken nice night favorite menu,17182396210
MI ESTRELLA NY BAKERY,A,WYCKOFF AVE,11237,4.5,$,40.700013,-73.91239,QuickMeal,chicken leches bakery efficient likes makes,17186289250
NEW CHINA GARDEN,,NEREID AVE,10466,2,,40.89798717,-73.85331489,Chinese,chicken bad exceptional love lunch menu,17183246666
GREAT WALL KITCHEN,A,PROSPECT AVENUE,10459,3,$,40.8230893,-73.9003802,Chinese,sauce favorite broccoli nice service shrimp,17188424075
PROFIT CHINESE RESTAURANT,B,2 AVENUE,10016,2.5,$,40.74206,-73.97765,Chinese,chicken service pretty night nice recommend,12126850563
BECCOFINO,A,MOSHOLU AVENUE,10471,4,$$,40.9053542,-73.9004326,European,service chicken nice favorite night table,17184322604
SCHNIPPER'S QUALITY KITCHEN,A,8 AVENUE,10018,3.5,$$,40.75639949,-73.99018164,QuickMeal,chicken service nice menu night favorite,12129212400
SUNBERI YOGURT & CAFE,A,30TH AVE,11103,4.5,$,40.76528013,-73.9180474,Drink&Sweets,chicken service night favorite xa nice,17187281088
CECI RESTAURANT,A,SHERMAN AVENUE,10040,4.5,$,40.863565,-73.926572,European,chicken nice service friend mofongo wait,12125690555
RICHARD'S DINER,A,AVENUE L,11236,2.5,$$,40.6381798,-73.8955612,Latin,chicken service nice delicious night recommend,13474687180
JACKSON GYRO,,37TH AVE,11372,4,$,40.7501138,-73.880779,American,service chicken night nice favorite bagel,17186852542
ANGKOR CAMBODIAN BISTRO,A,E 64TH ST,10065,4.5,$$,40.76226,-73.95914,Asian,service chicken nice night favorite friend,12127582111
CHICKEN SHACK,A,BROADWAY,11106,3.5,$$,40.7651215,-73.9182129,QuickMeal,chicken service nice recommend night table,17187213035
DORRIAN'S RED HAND RESTAURANT,A,2 AVENUE,10028,3,$$,40.77641,-73.95259,European,service chicken night nice quick table,12127726660
LA BAGEL DELIGHT,B,LAFAYETTE AVE,11217,3.5,$,40.687362,-73.975395,QuickMeal,chicken service nice table favorite menu,17182463744
FUSION HK BAR-GRILL,A,10 AVENUE,10019,4,$$,40.76347,-73.99231,Latin,service chicken night nice table favorite,12129560185
XELA JU RESTAURANT,A,PARSONS BOULEVARD,11432,3.5,$,40.70691098,-73.80248317,European,chicken service menu night eat nice,17186573366
ROSEMARY'S,A,GREENWICH AVENUE,0,3.5,$$,40.7347241,-73.9997973,European,chicken service night nice wait table,12126471818
RED LION INN & SUITES,A,BUTLER ST,11217,2.5,$$,40.6814384,-73.9845428,American,chicken night service favorite menu nice,17188559600
PARK ASIA RESTAURANT,A,66TH ST,11220,3.5,$$,40.63216235,-74.01287055,Chinese,chicken service nice favorite eat night,17188331688
86 NOODLES,A,4 AVENUE,11209,3.5,$$,40.6226399,-74.02878,Chinese,chicken service nice night favorite table,17188335300
EL PASTORCITO CAFE RESTAURANTE,A,VICTORY BLVD,10301,5,,40.6379509,-74.07901764,European,chicken neighborhood nice service tamales wasnt,17187274000
HALAL BROS,B,S CONDUIT AVE,11422,4.5,,40.66532737,-73.73071013,Other,service chicken nice night eat menu,17183018274
FRANKIE & JOHNNIE'S STEAKHOUSE,A,W 46TH ST,10036,3.5,$$$,40.759956,-73.988926,Other,chicken service night nice favorite quick,12129979494
IGNAZIO'S,A,WATER STREET,11201,3,$$,40.7032251,-73.993782,Pizza,chicken service nice night pizza favorite,17185222100
EL TORO MEXICAN GRILL,,NEW STREET,10004,3,$,40.7058516,-74.0122291,Latin,chicken service nice night favorite menu,12123633900
MCDONALD'S,A,UNION TURNPIKE,11004,3,$,40.7456809,-73.7151654,QuickMeal,service chicken night favorite table nice,17183435367
JUKE BOX JUICE & SALAD,A,ADAM CLAYTON POWELL JR BOULEVARD,0,4.5,$$,40.8038673,-73.9517517,Other,chicken service nice quick friend favorite,19178077870
MCDONALD'S,A,86TH ST,11209,3,$,40.622159,-74.027731,QuickMeal,chicken service nice night table friend,17182387999
TAQUERIA RESTAURANTE MI BARRIO,A,5 AVENUE,11232,3.5,$$,40.65128,-74.00348,Latin,chicken service nice neighborhood spot delicious,13479874435
CARIBBEAN COFFEE SHOP,,STANLEY AVE,11207,2.5,$,40.65735,-73.8889,Latin,chicken service nice favorite table night,17189752301
KHAN'S GYRO & FRIED CHICKEN,A,BATH AVE,11214,4,$$,40.60190001,-74.00209718,Other,chicken service nice delicious recommend night,13473127777
CAFE CON PAN BAKERY II,,PORT RICHMOND AVENUE,10302,3,$,40.63769,-74.1334399,QuickMeal,chicken service nice menu quick pretty,17184424028
"KFC, TACO BELL, SOUTH PHILLY STEAKS & FRIES",B,RICHMOND AVE,10314,3.5,$$,40.582382,-74.166055,American,chicken eat nice service add bad,17187617100
METATE MEXICAN RESTAURANT,A,JOHNSON AVENUE,10463,3,$$,40.8860208,-73.9100364,Latin,chicken service nice wait table recommend,17185434444
JOSHUE DELI & JUICE BAR,,WEST BURNSIDE AVENUE,10453,4.5,,40.85412,-73.91485,European,night chicken counter friend service boundaries,17182990601
THE DAKOTA BAR,A,WEST   72 STREET,10023,3,$$,40.77741,-73.9788,American,service chicken nice night quick table,12127870700
FROZEN PLANET,A,AVENUE N,11234,4.5,$$,40.61955241,-73.91605492,Drink&Sweets,service chicken favorite nice menu table,17184444470
BOSTON MARKET,A,WEST   23 STREET,10011,2.5,$,40.74532,-73.99782,American,chicken service nice table neighborhood favorite,12122061221
LA DIAGONAL,A,SAINT NICHOLAS AVE,10026,4,$$,40.8061,-73.95302,Latin,chicken service nice night menu quick,12124181220
CAFE UN DEUX TROIS,,WEST   44 STREET,10036,3.5,$$,40.75667,-73.98414,European,service chicken nice night pretty menu,12123544148
MIKKELLER NYC,A,ROOSEVELT AVE,11368,4,$$,40.757109,-73.844365,American,chicken night service favorite nice table,17187662717
THE END ZONE BAR,Z,14 AVENUE,11357,4,$$,40.7884,-73.81433,American,chicken nice neighborhood wait eat night,17187469654
FAN FRIED RICE BAR,A,DEKALB AVE,11205,5,$,40.69099,-73.95587,Asian,chicken service favorite nice rice menu,19292902197
FORGTMENOT,A,DIVISION STREET,10002,4,$$,40.71449887,-73.99155594,American,chicken service nice night favorite menu,16467073195
EL MATE,A,COURT STREET,11231,4.5,$$$,40.67508316,-73.99967957,Latin,french perfect delicious pompette cocktails recommend,17186252829
OAXACA TAQUERIA,A,BEDFORD AVE,11216,3.5,$,40.68634,-73.954767,Other,tacos burrito service mexican beans corn,17182308111
ENERGY FUEL,A,MYRTLE AVE,11205,3,$$,40.69305,-73.9705,American,service smoothie im customer energy fried,13478896990
FRESH FROM HELL,A,W 47TH ST,10036,4.5,$,40.7608265,-73.9889803,Drink&Sweets,fresh bowl salad friendly delicious healthy,12129564355
SUSHI OF GARI 46,B,WEST   46 STREET,10036,4,$$$$,40.76072,-73.98957,Asian,sushi pieces chef fish omakase top,12129570046
KFC,A,FRANCIS LEWIS BOULEVARD,11411,2,$$,40.6953,-73.7455,QuickMeal,chicken kfc xai bucket hot staring,17185259608
RAVAGH PERSIAN GRILL,A,1ST AVE,10065,4,$$,40.76180254,-73.96055255,Other,delicious rice kabob kebab persian portion,12128617900
ATOBOY,,E 28TH ST,10016,4.5,$$$,40.74364,-73.98456,Asian,dish menu lotus octopus rice root,16464767217
,,AMSTERDAM AVE,10023,5,$$$,40.710745,-74.012136,Other,coffee latte hot almond blue bottle,15106533394
18 STARS KITCHEN,B,18TH AVE,11214,3,$,40.6073608,-74.0021515,Chinese,meat roasted rice pork service duck,17182560218
SILO CAFE,A,3 AVENUE,10022,3.5,$$,40.75537,-73.97054,Other,lunch salad bar buffet building people,12128887456
AMERICAN RETRO BAR & GRILL,A,11TH AVE,10019,4,$$,40.76618,-73.99409,American,tots bar beer friendly bartender service,12122452203
SEAFOOD HEAVEN,A,MERRICK BLVD,11434,3.5,,40.68163821,-73.76540374,American,shrimp fish fried seafood cheese mac,19294330322
HOLD FAST,,W 46TH ST,10036,5,$$,40.76054,-73.99031,American,bar drinks wings friendly fast hold,19172616691
STAR KABAB & CHINESE RESTAURANT,A,HILLSIDE AVENUE,11432,2,$,40.7103585,-73.794217,Asian,chicken warm patty somaso avoid barely,17185260400
PATE/ROLL SMASH,A,BELL BLVD,11361,4,$,40.7590661,-73.768654,Asian,ice cream flavor roll tea thai,13472350045
GREAT WALL,A,FORT HAMILTON PKWY,11219,4.5,$,40.628952,-74.012235,Chinese,chinese chicken beef broccoli ive delicious,17188336961
BEYTI KEBAB,A,BRIGHTON BEACH AVE,11235,4,$$,40.577072,-73.9627471,Other,bread fresh delicious falafel hummus service,17183327900
LONG WONG BAKERY II,A,AVENUE U,11229,3,,40.598114,-73.960617,QuickMeal,malaysian cream fish fried fun ice,17189988868
MAMA LETI'S,,JUNCTION BOULEVARD,11368,3,$,40.7488699,-73.86893,Latin,cake pastries coffee filling dry letis,17184763497
VAQUEROS,A,MYRTLE AVENUE,11237,2.5,$$,40.6994,-73.91375,Latin,night late delivery mexican people chicken,17183811042
YUMMY RICE,A,18TH AVE,11204,3,,40.61871,-73.9903999,Chinese,eel duck flavor recommend rice soup,17187596300
